"time_window","residual"
"2016-09-22 05:00:00","-22.9686144615"
"2016-09-22 05:20:00","-21.6106283504"
"2016-09-22 05:40:00","-17.3064616837"
"2016-09-22 06:00:00","-14.0512533504"
"2016-09-22 06:20:00","-5.44569779483"
"2016-09-22 06:40:00","5.30569109405"
"2016-09-22 07:00:00","12.0056910941"
"2016-09-22 07:20:00","12.7084688718"
"2016-09-22 07:40:00","17.9657605385"
"2016-09-22 08:00:00","23.9685383163"
"2016-09-22 08:20:00","28.4174966496"
"2016-09-22 08:40:00","24.6192327607"
"2016-09-22 09:00:00","19.4709688718"
"2016-09-22 09:20:00","22.6240938718"
"2016-09-22 09:40:00","23.7258299829"
"2016-09-22 10:00:00","18.4740938718"
"2016-09-22 10:20:00","17.6268716496"
"2016-09-22 10:40:00","16.0786077607"
"2016-09-22 11:00:00","10.3272188718"
"2016-09-22 11:20:00","14.0132386087"
"2016-09-22 11:40:00","11.3772736964"
"2016-09-22 12:00:00","15.9386772052"
"2016-09-22 12:20:00","18.9407605385"
"2016-09-22 12:40:00","19.2900660941"
"2016-09-22 13:00:00","22.5911077607"
"2016-09-22 13:20:00","22.3963160941"
"2016-09-22 13:40:00","26.7011772052"
"2016-09-22 14:00:00","25.6525660941"
"2016-09-22 14:20:00","23.1536077607"
"2016-09-22 14:40:00","25.8532605385"
"2016-09-22 15:00:00","23.6525660941"
"2016-09-22 15:20:00","25.7997883163"
"2016-09-22 15:40:00","24.7952744274"
"2016-09-22 16:00:00","26.7418022052"
"2016-09-22 16:20:00","24.7431910941"
"2016-09-22 16:40:00","14.3994410941"
"2016-09-22 17:00:00","8.1001355385"
"2016-09-22 17:20:00","6.99666331628"
"2016-09-22 17:40:00","1.49319109405"
"2016-09-22 18:00:00","-0.312364461501"
"2016-09-22 18:20:00","-4.12729501706"
"2016-09-22 18:40:00","-4.89257279483"
"2016-09-22 19:00:00","-4.80264223928"
"2016-09-22 19:20:00","-5.86514223928"
"2016-09-22 19:40:00","-6.42278112817"
"2016-09-22 20:00:00","-7.72729501706"
"2016-09-22 20:20:00","-8.97625335039"
"2016-09-22 20:40:00","-9.27625335039"
"2016-09-22 21:00:00","-12.8776422393"
"2016-09-22 21:20:00","-13.4234755726"
"2016-09-22 21:40:00","-15.9269477948"
"2016-09-22 22:00:00","-18.9793783504"
"2016-09-22 22:20:00","-19.7220866837"
"2016-09-22 22:40:00","-21.7651422393"
"2016-09-22 23:00:00","-23.0613227948"
"2016-09-22 23:20:00","-21.5599339059"
"2016-09-22 23:40:00","-21.2651422393"
"2016-09-23 00:00:00","-20.3193089059"
"2016-09-23 00:20:00","-21.8158366837"
"2016-09-23 00:40:00","-21.5120172393"
"2016-09-23 01:00:00","-23.4620172393"
"2016-09-23 01:20:00","-24.2057672393"
"2016-09-23 01:40:00","-23.5467394615"
"2016-09-23 02:00:00","-23.4436144615"
"2016-09-23 02:20:00","-23.6404894615"
"2016-09-23 02:40:00","-23.4866700171"
"2016-09-23 03:00:00","-22.8804200171"
"2016-09-23 03:20:00","-21.9779894615"
"2016-09-23 03:40:00","-20.2345866837"
"2016-09-23 04:00:00","-20.5391005726"
"2016-09-23 04:20:00","-22.2880589059"
"2016-09-23 04:40:00","-20.2297255726"
"2016-09-23 05:00:00","-22.9686144615"
"2016-09-23 05:20:00","-21.6106283504"
"2016-09-23 05:40:00","-17.3064616837"
"2016-09-23 06:00:00","-14.0512533504"
"2016-09-23 06:20:00","-5.44569779483"
"2016-09-23 06:40:00","5.30569109405"
"2016-09-23 07:00:00","12.0056910941"
"2016-09-23 07:20:00","12.7084688718"
"2016-09-23 07:40:00","17.9657605385"
"2016-09-23 08:00:00","23.9685383163"
"2016-09-23 08:20:00","28.4174966496"
"2016-09-23 08:40:00","24.6192327607"
"2016-09-23 09:00:00","19.4709688718"
"2016-09-23 09:20:00","22.6240938718"
"2016-09-23 09:40:00","23.7258299829"
"2016-09-23 10:00:00","18.4740938718"
"2016-09-23 10:20:00","17.6268716496"
"2016-09-23 10:40:00","16.0786077607"
"2016-09-23 11:00:00","10.3272188718"
"2016-09-23 11:20:00","14.0132386087"
"2016-09-23 11:40:00","11.3772736964"
"2016-09-23 12:00:00","15.9386772052"
"2016-09-23 12:20:00","18.9407605385"
"2016-09-23 12:40:00","19.2900660941"
"2016-09-23 13:00:00","22.5911077607"
"2016-09-23 13:20:00","22.3963160941"
"2016-09-23 13:40:00","26.7011772052"
"2016-09-23 14:00:00","25.6525660941"
"2016-09-23 14:20:00","23.1536077607"
"2016-09-23 14:40:00","25.8532605385"
"2016-09-23 15:00:00","23.6525660941"
"2016-09-23 15:20:00","25.7997883163"
"2016-09-23 15:40:00","24.7952744274"
"2016-09-23 16:00:00","26.7418022052"
"2016-09-23 16:20:00","24.7431910941"
"2016-09-23 16:40:00","14.3994410941"
"2016-09-23 17:00:00","8.1001355385"
"2016-09-23 17:20:00","6.99666331628"
"2016-09-23 17:40:00","1.49319109405"
"2016-09-23 18:00:00","-0.312364461501"
"2016-09-23 18:20:00","-4.12729501706"
"2016-09-23 18:40:00","-4.89257279483"
"2016-09-23 19:00:00","-4.80264223928"
"2016-09-23 19:20:00","-5.86514223928"
"2016-09-23 19:40:00","-6.42278112817"
"2016-09-23 20:00:00","-7.72729501706"
"2016-09-23 20:20:00","-8.97625335039"
"2016-09-23 20:40:00","-9.27625335039"
"2016-09-23 21:00:00","-12.8776422393"
"2016-09-23 21:20:00","-13.4234755726"
"2016-09-23 21:40:00","-15.9269477948"
"2016-09-23 22:00:00","-18.9793783504"
"2016-09-23 22:20:00","-19.7220866837"
"2016-09-23 22:40:00","-21.7651422393"
"2016-09-23 23:00:00","-23.0613227948"
"2016-09-23 23:20:00","-21.5599339059"
"2016-09-23 23:40:00","-21.2651422393"
"2016-09-24 00:00:00","-20.3193089059"
"2016-09-24 00:20:00","-21.8158366837"
"2016-09-24 00:40:00","-21.5120172393"
"2016-09-24 01:00:00","-23.4620172393"
"2016-09-24 01:20:00","-24.2057672393"
"2016-09-24 01:40:00","-23.5467394615"
"2016-09-24 02:00:00","-23.4436144615"
"2016-09-24 02:20:00","-23.6404894615"
"2016-09-24 02:40:00","-23.4866700171"
"2016-09-24 03:00:00","-22.8804200171"
"2016-09-24 03:20:00","-21.9779894615"
"2016-09-24 03:40:00","-20.2345866837"
"2016-09-24 04:00:00","-20.5391005726"
"2016-09-24 04:20:00","-22.2880589059"
"2016-09-24 04:40:00","-20.2297255726"
"2016-09-24 05:00:00","-22.9686144615"
"2016-09-24 05:20:00","-21.6106283504"
"2016-09-24 05:40:00","-17.3064616837"
"2016-09-24 06:00:00","-14.0512533504"
"2016-09-24 06:20:00","-5.44569779483"
"2016-09-24 06:40:00","5.30569109405"
"2016-09-24 07:00:00","12.0056910941"
"2016-09-24 07:20:00","12.7084688718"
"2016-09-24 07:40:00","17.9657605385"
"2016-09-24 08:00:00","23.9685383163"
"2016-09-24 08:20:00","28.4174966496"
"2016-09-24 08:40:00","24.6192327607"
"2016-09-24 09:00:00","19.4709688718"
"2016-09-24 09:20:00","22.6240938718"
"2016-09-24 09:40:00","23.7258299829"
"2016-09-24 10:00:00","18.4740938718"
"2016-09-24 10:20:00","17.6268716496"
"2016-09-24 10:40:00","16.0786077607"
"2016-09-24 11:00:00","10.3272188718"
"2016-09-24 11:20:00","14.0132386087"
"2016-09-24 11:40:00","11.3772736964"
"2016-09-24 12:00:00","15.9386772052"
"2016-09-24 12:20:00","18.9407605385"
"2016-09-24 12:40:00","19.2900660941"
"2016-09-24 13:00:00","22.5911077607"
"2016-09-24 13:20:00","22.3963160941"
"2016-09-24 13:40:00","26.7011772052"
"2016-09-24 14:00:00","25.6525660941"
"2016-09-24 14:20:00","23.1536077607"
"2016-09-24 14:40:00","25.8532605385"
"2016-09-24 15:00:00","23.6525660941"
"2016-09-24 15:20:00","25.7997883163"
"2016-09-24 15:40:00","24.7952744274"
"2016-09-24 16:00:00","26.7418022052"
"2016-09-24 16:20:00","24.7431910941"
"2016-09-24 16:40:00","14.3994410941"
"2016-09-24 17:00:00","8.1001355385"
"2016-09-24 17:20:00","6.99666331628"
"2016-09-24 17:40:00","1.49319109405"
"2016-09-24 18:00:00","-0.312364461501"
"2016-09-24 18:20:00","-4.12729501706"
"2016-09-24 18:40:00","-4.89257279483"
"2016-09-24 19:00:00","-4.80264223928"
"2016-09-24 19:20:00","-5.86514223928"
"2016-09-24 19:40:00","-6.42278112817"
"2016-09-24 20:00:00","-7.72729501706"
"2016-09-24 20:20:00","-8.97625335039"
"2016-09-24 20:40:00","-9.27625335039"
"2016-09-24 21:00:00","-12.8776422393"
"2016-09-24 21:20:00","-13.4234755726"
"2016-09-24 21:40:00","-15.9269477948"
"2016-09-24 22:00:00","-18.9793783504"
"2016-09-24 22:20:00","-19.7220866837"
"2016-09-24 22:40:00","-21.7651422393"
"2016-09-24 23:00:00","-23.0613227948"
"2016-09-24 23:20:00","-21.5599339059"
"2016-09-24 23:40:00","-21.2651422393"
"2016-09-25 00:00:00","-20.3193089059"
"2016-09-25 00:20:00","-21.8158366837"
"2016-09-25 00:40:00","-21.5120172393"
"2016-09-25 01:00:00","-23.4620172393"
"2016-09-25 01:20:00","-24.2057672393"
"2016-09-25 01:40:00","-23.5467394615"
"2016-09-25 02:00:00","-23.4436144615"
"2016-09-25 02:20:00","-23.6404894615"
"2016-09-25 02:40:00","-23.4866700171"
"2016-09-25 03:00:00","-22.8804200171"
"2016-09-25 03:20:00","-21.9779894615"
"2016-09-25 03:40:00","-20.2345866837"
"2016-09-25 04:00:00","-20.5391005726"
"2016-09-25 04:20:00","-22.2880589059"
"2016-09-25 04:40:00","-20.2297255726"
"2016-09-25 05:00:00","-22.9686144615"
"2016-09-25 05:20:00","-21.6106283504"
"2016-09-25 05:40:00","-17.3064616837"
"2016-09-25 06:00:00","-14.0512533504"
"2016-09-25 06:20:00","-5.44569779483"
"2016-09-25 06:40:00","5.30569109405"
"2016-09-25 07:00:00","12.0056910941"
"2016-09-25 07:20:00","12.7084688718"
"2016-09-25 07:40:00","17.9657605385"
"2016-09-25 08:00:00","23.9685383163"
"2016-09-25 08:20:00","28.4174966496"
"2016-09-25 08:40:00","24.6192327607"
"2016-09-25 09:00:00","19.4709688718"
"2016-09-25 09:20:00","22.6240938718"
"2016-09-25 09:40:00","23.7258299829"
"2016-09-25 10:00:00","18.4740938718"
"2016-09-25 10:20:00","17.6268716496"
"2016-09-25 10:40:00","16.0786077607"
"2016-09-25 11:00:00","10.3272188718"
"2016-09-25 11:20:00","14.0132386087"
"2016-09-25 11:40:00","11.3772736964"
"2016-09-25 12:00:00","15.9386772052"
"2016-09-25 12:20:00","18.9407605385"
"2016-09-25 12:40:00","19.2900660941"
"2016-09-25 13:00:00","22.5911077607"
"2016-09-25 13:20:00","22.3963160941"
"2016-09-25 13:40:00","26.7011772052"
"2016-09-25 14:00:00","25.6525660941"
"2016-09-25 14:20:00","23.1536077607"
"2016-09-25 14:40:00","25.8532605385"
"2016-09-25 15:00:00","23.6525660941"
"2016-09-25 15:20:00","25.7997883163"
"2016-09-25 15:40:00","24.7952744274"
"2016-09-25 16:00:00","26.7418022052"
"2016-09-25 16:20:00","24.7431910941"
"2016-09-25 16:40:00","14.3994410941"
"2016-09-25 17:00:00","8.1001355385"
"2016-09-25 17:20:00","6.99666331628"
"2016-09-25 17:40:00","1.49319109405"
"2016-09-25 18:00:00","-0.312364461501"
"2016-09-25 18:20:00","-4.12729501706"
"2016-09-25 18:40:00","-4.89257279483"
"2016-09-25 19:00:00","-4.80264223928"
"2016-09-25 19:20:00","-5.86514223928"
"2016-09-25 19:40:00","-6.42278112817"
"2016-09-25 20:00:00","-7.72729501706"
"2016-09-25 20:20:00","-8.97625335039"
"2016-09-25 20:40:00","-9.27625335039"
"2016-09-25 21:00:00","-12.8776422393"
"2016-09-25 21:20:00","-13.4234755726"
"2016-09-25 21:40:00","-15.9269477948"
"2016-09-25 22:00:00","-18.9793783504"
"2016-09-25 22:20:00","-19.7220866837"
"2016-09-25 22:40:00","-21.7651422393"
"2016-09-25 23:00:00","-23.0613227948"
"2016-09-25 23:20:00","-21.5599339059"
"2016-09-25 23:40:00","-21.2651422393"
"2016-09-26 00:00:00","-20.3193089059"
"2016-09-26 00:20:00","-21.8158366837"
"2016-09-26 00:40:00","-21.5120172393"
"2016-09-26 01:00:00","-23.4620172393"
"2016-09-26 01:20:00","-24.2057672393"
"2016-09-26 01:40:00","-23.5467394615"
"2016-09-26 02:00:00","-23.4436144615"
"2016-09-26 02:20:00","-23.6404894615"
"2016-09-26 02:40:00","-23.4866700171"
"2016-09-26 03:00:00","-22.8804200171"
"2016-09-26 03:20:00","-21.9779894615"
"2016-09-26 03:40:00","-20.2345866837"
"2016-09-26 04:00:00","-20.5391005726"
"2016-09-26 04:20:00","-22.2880589059"
"2016-09-26 04:40:00","-20.2297255726"
"2016-09-26 05:00:00","-22.9686144615"
"2016-09-26 05:20:00","-21.6106283504"
"2016-09-26 05:40:00","-17.3064616837"
"2016-09-26 06:00:00","-14.0512533504"
"2016-09-26 06:20:00","-5.44569779483"
"2016-09-26 06:40:00","5.30569109405"
"2016-09-26 07:00:00","12.0056910941"
"2016-09-26 07:20:00","12.7084688718"
"2016-09-26 07:40:00","17.9657605385"
"2016-09-26 08:00:00","23.9685383163"
"2016-09-26 08:20:00","28.4174966496"
"2016-09-26 08:40:00","24.6192327607"
"2016-09-26 09:00:00","19.4709688718"
"2016-09-26 09:20:00","22.6240938718"
"2016-09-26 09:40:00","23.7258299829"
"2016-09-26 10:00:00","18.4740938718"
"2016-09-26 10:20:00","17.6268716496"
"2016-09-26 10:40:00","16.0786077607"
"2016-09-26 11:00:00","10.3272188718"
"2016-09-26 11:20:00","14.0132386087"
"2016-09-26 11:40:00","11.3772736964"
"2016-09-26 12:00:00","15.9386772052"
"2016-09-26 12:20:00","18.9407605385"
"2016-09-26 12:40:00","19.2900660941"
"2016-09-26 13:00:00","22.5911077607"
"2016-09-26 13:20:00","22.3963160941"
"2016-09-26 13:40:00","26.7011772052"
"2016-09-26 14:00:00","25.6525660941"
"2016-09-26 14:20:00","23.1536077607"
"2016-09-26 14:40:00","25.8532605385"
"2016-09-26 15:00:00","23.6525660941"
"2016-09-26 15:20:00","25.7997883163"
"2016-09-26 15:40:00","24.7952744274"
"2016-09-26 16:00:00","26.7418022052"
"2016-09-26 16:20:00","24.7431910941"
"2016-09-26 16:40:00","14.3994410941"
"2016-09-26 17:00:00","8.1001355385"
"2016-09-26 17:20:00","6.99666331628"
"2016-09-26 17:40:00","1.49319109405"
"2016-09-26 18:00:00","-0.312364461501"
"2016-09-26 18:20:00","-4.12729501706"
"2016-09-26 18:40:00","-4.89257279483"
"2016-09-26 19:00:00","-4.80264223928"
"2016-09-26 19:20:00","-5.86514223928"
"2016-09-26 19:40:00","-6.42278112817"
"2016-09-26 20:00:00","-7.72729501706"
"2016-09-26 20:20:00","-8.97625335039"
"2016-09-26 20:40:00","-9.27625335039"
"2016-09-26 21:00:00","-12.8776422393"
"2016-09-26 21:20:00","-13.4234755726"
"2016-09-26 21:40:00","-15.9269477948"
"2016-09-26 22:00:00","-18.9793783504"
"2016-09-26 22:20:00","-19.7220866837"
"2016-09-26 22:40:00","-21.7651422393"
"2016-09-26 23:00:00","-23.0613227948"
"2016-09-26 23:20:00","-21.5599339059"
"2016-09-26 23:40:00","-21.2651422393"
"2016-09-27 00:00:00","-20.3193089059"
"2016-09-27 00:20:00","-21.8158366837"
"2016-09-27 00:40:00","-21.5120172393"
"2016-09-27 01:00:00","-23.4620172393"
"2016-09-27 01:20:00","-24.2057672393"
"2016-09-27 01:40:00","-23.5467394615"
"2016-09-27 02:00:00","-23.4436144615"
"2016-09-27 02:20:00","-23.6404894615"
"2016-09-27 02:40:00","-23.4866700171"
"2016-09-27 03:00:00","-22.8804200171"
"2016-09-27 03:20:00","-21.9779894615"
"2016-09-27 03:40:00","-20.2345866837"
"2016-09-27 04:00:00","-20.5391005726"
"2016-09-27 04:20:00","-22.2880589059"
"2016-09-27 04:40:00","-20.2297255726"
"2016-09-27 05:00:00","-22.9686144615"
"2016-09-27 05:20:00","-21.6106283504"
"2016-09-27 05:40:00","-17.3064616837"
"2016-09-27 06:00:00","-14.0512533504"
"2016-09-27 06:20:00","-5.44569779483"
"2016-09-27 06:40:00","5.30569109405"
"2016-09-27 07:00:00","12.0056910941"
"2016-09-27 07:20:00","12.7084688718"
"2016-09-27 07:40:00","17.9657605385"
"2016-09-27 08:00:00","23.9685383163"
"2016-09-27 08:20:00","28.4174966496"
"2016-09-27 08:40:00","24.6192327607"
"2016-09-27 09:00:00","19.4709688718"
"2016-09-27 09:20:00","22.6240938718"
"2016-09-27 09:40:00","23.7258299829"
"2016-09-27 10:00:00","18.4740938718"
"2016-09-27 10:20:00","17.6268716496"
"2016-09-27 10:40:00","16.0786077607"
"2016-09-27 11:00:00","10.3272188718"
"2016-09-27 11:20:00","14.0132386087"
"2016-09-27 11:40:00","11.3772736964"
"2016-09-27 12:00:00","15.9386772052"
"2016-09-27 12:20:00","18.9407605385"
"2016-09-27 12:40:00","19.2900660941"
"2016-09-27 13:00:00","22.5911077607"
"2016-09-27 13:20:00","22.3963160941"
"2016-09-27 13:40:00","26.7011772052"
"2016-09-27 14:00:00","25.6525660941"
"2016-09-27 14:20:00","23.1536077607"
