date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
2016/7/9,9,997.9,1002.8,71.0,2.7,27.1,92,7.3
2016/7/9,12,998.2,1003.1,63.0,2.2,26.7,93,0.2
2016/7/9,15,998.5,1003.3,89.0,3.0,27.0,92,0.0
2016/7/9,18,997.1,1001.9,76.0,2.8,26.8,91,0.0
2016/7/9,21,997.2,1002.0,96.0,2.5,26.8,91,0.0
2016/7/10,0,997.1,1001.9,30.0,1.9,28.1,87,0.0
2016/7/10,3,996.7,1001.5,102.0,1.9,30.9,76,0.0
2016/7/10,6,994.9,999.7,85.0,2.7,29.6,83,0.0
2016/7/10,9,994.6,999.4,58.0,2.9,28.7,81,0.0
2016/7/10,12,996.0,1000.8,35.0,1.8,27.9,87,0.0
2016/7/10,15,996.4,1001.2,45.0,1.6,27.4,92,0.1
2016/7/10,18,995.5,1000.3,73.0,0.7,27.0,95,0.1
2016/7/10,21,995.4,1000.2,43.0,0.8,26.4,97,0.0
2016/7/11,0,996.3,1001.1,171.0,1.4,27.4,92,0.0
2016/7/11,3,996.2,1001.0,251.0,1.1,27.7,91,0.7
2016/7/11,6,994.8,999.6,169.0,0.7,30.5,78,0.0
2016/7/11,9,994.1,998.9,81.0,2.4,30.3,80,0.0
2016/7/11,12,994.8,999.6,180.34,0.2,27.3,94,2.7
2016/7/11,15,995.8,1000.6,206.0,1.3,26.4,97,0.5
2016/7/11,18,994.4,999.2,210.0,2.0,26.3,97,0.0
2016/7/11,21,995.2,1000.0,185.0,1.6,26.2,98,0.0
2016/7/12,0,996.7,1001.5,315.0,0.6,27.4,94,0.0
2016/7/12,3,996.5,1001.3,266.0,1.9,29.8,85,0.5
2016/7/12,6,994.9,999.7,152.0,1.8,34.7,60,0.0
2016/7/12,9,994.6,999.4,125.0,3.1,32.4,69,0.0
2016/7/12,12,995.6,1000.4,142.0,1.8,30.7,75,0.0
2016/7/12,15,996.1,1000.9,213.0,1.5,28.9,86,0.0
2016/7/12,18,995.4,1000.2,209.0,2.7,27.8,93,0.0
2016/7/12,21,995.9,1000.7,289.0,1.2,27.5,92,0.0
2016/7/13,0,997.4,1002.2,214.0,3.0,30.0,81,0.0
2016/7/13,3,997.1,1001.9,239.0,1.7,33.7,67,0.0
2016/7/13,6,995.5,1000.3,213.0,2.4,35.9,56,0.0
2016/7/13,9,996.0,1000.8,246.0,4.3,32.1,66,0.0
2016/7/13,12,998.0,1002.8,304.0,1.7,29.1,83,0.0
2016/7/13,15,999.2,1004.0,327.0,0.9,28.6,87,0.0
2016/7/13,18,998.1,1002.9,219.0,1.4,28.1,90,0.0
2016/7/13,21,998.6,1003.4,225.0,1.5,27.7,92,0.0
2016/7/14,0,999.1,1003.9,221.0,2.2,29.1,86,0.0
2016/7/14,3,998.8,1003.6,195.0,4.6,33.4,63,0.0
2016/7/14,6,997.1,1001.9,333.0,3.3,32.1,67,0.0
2016/7/14,9,997.9,1002.7,287.0,3.2,30.0,78,0.0
2016/7/14,12,998.4,1003.2,177.0,0.8,28.0,88,0.0
2016/7/14,15,998.7,1003.5,309.0,1.4,27.6,90,0.0
2016/7/14,18,997.7,1002.5,196.0,1.4,27.3,91,0.0
2016/7/14,21,996.8,1001.6,220.0,2.7,27.0,93,0.0
2016/7/15,0,997.1,1001.9,214.0,3.1,30.4,76,0.0
2016/7/15,3,996.0,1000.8,203.0,4.5,33.7,61,0.0
2016/7/15,6,994.6,999.4,211.0,2.3,36.3,52,0.0
2016/7/15,9,993.4,998.2,212.0,5.1,35.7,51,0.0
2016/7/15,12,994.7,999.5,229.0,2.1,33.0,60,0.0
2016/7/15,15,995.6,1000.4,227.0,2.1,31.4,68,0.0
2016/7/15,18,995.9,1000.6,287.0,1.9,29.4,80,0.0
2016/7/15,21,997.5,1002.3,340.0,4.1,25.2,90,0.3
2016/7/16,0,999.3,1004.1,340.0,2.6,24.0,93,2.0
2016/7/16,3,1000.4,1005.2,345.0,1.3,24.9,91,0.4
2016/7/16,6,1000.6,1005.5,233.0,0.4,25.3,90,0.0
2016/7/16,9,999.9,1004.8,86.0,1.7,25.9,87,0.0
2016/7/16,12,1002.1,1007.0,281.0,0.7,25.6,90,0.0
2016/7/16,15,1003.0,1007.9,220.0,1.0,25.8,89,0.0
2016/7/16,18,1002.2,1007.1,225.0,1.4,25.0,93,0.0
2016/7/16,21,1002.4,1007.3,232.0,1.5,24.7,95,0.0
2016/7/17,0,1003.6,1008.5,157.0,1.8,27.3,86,0.0
2016/7/17,3,1003.0,1007.9,260.0,2.7,30.7,66,0.0
2016/7/17,6,1001.7,1006.5,200.0,1.5,31.8,62,0.0
2016/7/17,9,1000.7,1005.5,239.0,1.3,32.6,60,0.0
2016/7/17,12,1002.0,1006.8,65.0,3.1,30.0,78,0.0
2016/7/17,15,1002.3,1007.1,61.0,1.3,28.5,87,0.0
2016/7/17,18,1001.5,1006.3,226.0,1.5,26.9,94,0.0
2016/7/17,21,1001.4,1006.2,225.0,0.7,26.1,96,0.0
2016/7/18,0,1002.5,1007.3,174.0,1.3,28.9,80,0.0
2016/7/18,3,1001.4,1006.2,170.0,0.9,32.7,63,0.0
2016/7/18,6,999.4,1004.2,67.0,2.1,33.5,57,0.0
2016/7/18,9,999.1,1003.9,302.0,0.8,29.2,83,0.0
2016/7/18,12,1000.5,1005.4,240.0,1.3,25.2,92,0.1
2016/7/18,15,1001.2,1006.0,183.0,1.0,25.0,90,0.0
2016/7/18,18,1000.4,1005.2,242.0,0.3,24.8,91,0.0
2016/7/18,21,1000.1,1005.0,220.0,1.3,24.8,92,0.0
2016/7/19,0,1000.9,1005.8,219.0,3.3,27.5,81,0.0
2016/7/19,3,1000.5,1005.3,212.0,3.8,31.7,65,0.0
2016/7/19,6,999.7,1004.5,239.0,1.9,31.8,64,0.0
2016/7/19,9,998.7,1003.5,218.0,2.0,31.5,69,0.0
2016/7/19,12,1000.2,1005.0,215.0,0.7,30.0,77,0.0
2016/7/19,15,1001.0,1005.8,202.0,1.5,29.0,80,0.0
2016/7/19,18,999.6,1004.4,198.0,2.1,27.7,88,0.0
2016/7/19,21,999.0,1003.8,208.0,2.0,26.5,93,0.0
2016/7/20,0,1000.2,1005.0,200.0,2.9,30.3,72,0.0
2016/7/20,3,999.7,1004.5,207.0,5.4,34.8,48,0.0
2016/7/20,6,998.7,1003.5,199.0,4.7,37.1,41,0.0
2016/7/20,9,998.7,1003.5,217.0,3.4,37.0,40,0.0
2016/7/20,12,1000.2,1005.0,224.0,2.5,33.0,53,0.0
2016/7/20,15,1001.3,1006.1,208.0,2.1,30.6,63,0.0
2016/7/20,18,1000.9,1005.7,210.0,2.5,29.0,69,0.0
2016/7/20,21,1001.7,1006.5,222.0,2.3,27.3,79,0.0
2016/7/21,0,1003.0,1007.8,197.0,1.8,31.1,63,0.0
2016/7/21,3,1002.4,1007.2,210.0,4.6,35.6,47,0.0
2016/7/21,6,1001.5,1006.3,205.0,4.7,37.2,44,0.0
2016/7/21,9,1000.2,1005.0,195.0,3.2,37.6,42,0.0
2016/7/21,12,1001.0,1005.8,258.0,1.6,33.5,53,0.0
2016/7/21,15,1001.9,1006.7,208.0,3.2,31.4,66,0.0
2016/7/21,18,1001.7,1006.5,207.0,2.4,29.9,70,0.0
2016/7/21,21,1002.1,1006.9,199.0,2.5,29.0,75,0.0
2016/7/22,0,1003.2,1008.0,194.0,1.9,31.6,68,0.0
2016/7/22,3,1002.7,1007.5,212.0,3.0,35.5,51,0.0
2016/7/22,6,1001.0,1005.8,220.0,3.6,37.6,45,0.0
2016/7/22,9,1000.0,1004.8,226.0,1.9,37.2,45,0.0
2016/7/22,12,1000.7,1005.5,238.0,1.7,33.4,54,0.0
2016/7/22,15,1001.7,1006.5,190.0,1.6,31.3,67,0.0
2016/7/22,18,1000.9,1005.7,205.0,2.1,29.8,74,0.0
2016/7/22,21,1001.2,1006.0,207.0,1.3,27.7,83,0.0
2016/7/23,0,1002.7,1007.5,221.0,2.4,31.3,69,0.0
2016/7/23,3,1002.5,1007.3,169.0,2.6,36.2,52,0.0
2016/7/23,6,1000.5,1005.3,206.0,1.8,38.3,42,0.0
2016/7/23,9,999.7,1004.5,236.0,1.6,38.0,45,0.0
2016/7/23,12,1000.9,1005.7,106.0,1.5,35.6,50,0.0
2016/7/23,15,1001.9,1006.6,150.0,1.2,33.6,61,0.0
2016/7/23,18,1001.6,1006.3,213.0,1.1,31.1,71,0.0
2016/7/23,21,1002.0,1006.8,223.0,1.8,29.0,82,0.0
2016/7/24,0,1003.2,1008.0,225.0,1.2,32.1,70,0.0
2016/7/24,3,1003.3,1008.0,181.0,1.9,36.8,52,0.0
2016/7/24,6,1001.6,1006.3,285.0,1.7,38.8,40,0.0
2016/7/24,9,1001.0,1005.8,177.0,0.9,39.4,38,0.0
2016/7/24,12,1001.8,1006.6,96.0,2.1,35.0,61,0.0
2016/7/24,15,1003.0,1007.7,190.0,1.4,33.3,65,0.0
2016/7/24,18,1002.2,1006.9,113.0,0.5,31.1,72,0.0
2016/7/24,21,1002.8,1007.6,214.0,1.9,29.9,79,0.0
2016/7/25,0,1003.8,1008.6,185.0,1.6,32.1,73,0.0
2016/7/25,3,1003.0,1007.8,191.0,2.5,35.5,58,0.0
2016/7/25,6,1001.0,1005.7,198.0,2.0,38.8,43,0.0
2016/7/25,9,1000.2,1005.0,79.0,4.1,37.6,50,0.0
2016/7/25,12,1001.2,1006.0,80.0,2.8,35.4,53,0.0
2016/7/25,15,1001.9,1006.7,271.0,0.6,32.9,69,0.0
2016/7/25,18,1000.9,1005.6,201.0,1.4,31.2,76,0.0
2016/7/25,21,1001.4,1006.2,235.0,1.7,29.6,82,0.0
2016/7/26,0,1002.0,1006.8,200.0,2.7,31.9,72,0.0
2016/7/26,3,1001.0,1005.7,180.0,2.7,36.2,56,0.0
2016/7/26,6,999.0,1003.7,254.0,2.2,38.4,43,0.0
2016/7/26,9,998.2,1002.9,291.0,1.5,38.8,42,0.0
2016/7/26,12,999.6,1004.4,197.0,1.1,32.3,57,0.0
2016/7/26,15,1000.6,1005.4,352.0,0.7,31.5,61,0.0
2016/7/26,18,1000.0,1004.7,201.0,1.3,30.2,75,0.0
2016/7/26,21,1000.6,1005.4,184.0,1.5,29.5,80,0.0
2016/7/27,0,1001.5,1006.3,233.0,3.1,31.9,72,0.0
2016/7/27,3,1000.5,1005.3,209.0,2.8,36.6,54,0.0
2016/7/27,6,998.8,1003.5,189.0,1.7,38.6,42,0.0
2016/7/27,9,998.7,1003.4,240.0,2.8,38.2,42,0.0
2016/7/27,12,1001.4,1006.2,135.0,1.6,31.5,55,0.0
2016/7/27,15,1000.7,1005.5,221.0,2.0,30.8,58,0.0
2016/7/27,18,1001.1,1005.8,281.0,0.9,30.1,69,0.0
2016/7/27,21,1001.1,1005.9,222.0,1.4,29.5,75,0.0
2016/7/28,0,1001.9,1006.7,242.0,1.7,31.9,70,0.0
2016/7/28,3,1001.5,1006.3,206.0,1.4,36.7,55,0.0
2016/7/28,6,1000.3,1005.0,202.0,3.3,38.6,43,0.0
2016/7/28,9,999.7,1004.5,128.0,2.0,38.0,44,0.0
2016/7/28,12,1000.4,1005.2,135.0,1.7,34.7,54,0.0
2016/7/28,15,1001.5,1006.2,169.0,1.8,33.5,58,0.0
2016/7/28,18,1001.3,1006.0,228.0,2.7,30.7,70,0.0
2016/7/28,21,1001.4,1006.2,220.0,1.8,29.6,72,0.0
2016/7/29,0,1002.9,1007.7,216.0,2.4,31.9,65,0.0
2016/7/29,3,1002.7,1007.4,300.0,2.3,36.3,49,0.0
2016/7/29,6,1001.0,1005.7,27.0,2.4,38.3,43,0.0
2016/7/29,9,1000.3,1005.1,82.0,5.4,38.0,44,0.0
2016/7/29,12,1001.7,1006.5,98.0,2.3,34.2,57,0.0
2016/7/29,15,1002.2,1007.0,184.0,1.5,32.8,63,0.0
2016/7/29,18,1001.5,1006.2,230.0,0.9,30.9,71,0.0
2016/7/29,21,1002.1,1006.9,222.0,1.5,29.3,77,0.0
2016/7/30,0,1003.4,1008.2,213.0,1.0,31.9,66,0.0
2016/7/30,3,1003.3,1008.1,159.0,1.3,36.3,52,0.0
2016/7/30,6,1002.1,1006.9,50.0,4.0,37.0,47,0.0
2016/7/30,9,1000.6,1005.4,80.0,2.8,36.1,53,0.0
2016/7/30,12,1001.9,1006.7,61.0,2.9,33.1,68,0.0
2016/7/30,15,1003.0,1007.8,57.0,1.9,31.8,71,0.0
2016/7/30,18,1002.7,1007.5,162.0,2.4,30.7,68,0.0
2016/7/30,21,1002.5,1007.3,125.0,1.9,29.5,68,0.0
2016/7/31,0,1003.9,1008.7,161.0,3.4,31.2,63,0.0
2016/7/31,3,1003.7,1008.5,105.0,1.0,34.8,50,0.0
2016/7/31,6,1002.0,1006.8,39.0,3.4,35.8,49,0.0
2016/7/31,9,1000.8,1005.6,81.0,4.9,34.4,60,0.0
2016/7/31,12,1002.1,1006.9,64.0,4.4,31.7,65,0.0
2016/7/31,15,1003.2,1008.0,126.0,1.9,30.4,65,0.0
2016/7/31,18,1002.2,1007.0,115.0,1.9,29.2,70,0.0
2016/7/31,21,1002.8,1007.6,116.0,0.9,28.2,72,0.0
2016/8/1,0,1003.5,1008.3,102.0,1.8,31.7,61,0.0
2016/8/1,3,1002.4,1007.2,151.0,1.7,33.7,56,0.0
2016/8/1,6,1001.1,1005.9,65.0,2.5,34.4,56,0.0
2016/8/1,9,1000.1,1004.9,80.0,2.1,34.5,59,0.0
2016/8/1,12,1000.9,1005.7,57.0,2.0,31.0,77,0.0
2016/8/1,15,1001.8,1006.6,125.0,1.4,30.9,76,0.0
2016/8/1,18,1001.2,1006.0,177.0,2.5,30.3,69,0.0
2016/8/1,21,1000.9,1005.7,172.0,1.4,29.2,73,0.0
2016/8/2,0,1001.9,1006.7,195.0,1.7,30.8,65,0.0
2016/8/2,3,1001.8,1006.6,175.0,3.0,34.9,53,0.0
2016/8/2,6,999.5,1004.3,216.0,2.8,37.3,44,0.0
2016/8/2,9,998.0,1002.8,51.0,1.7,34.8,56,0.0
2016/8/2,12,1000.1,1004.9,88.0,2.3,30.9,70,0.0
2016/8/2,15,1003.1,1007.9,310.0,3.1,24.5,94,4.8
2016/8/2,18,1002.5,1007.3,221.0,1.8,24.7,96,3.6
2016/8/2,21,1001.5,1006.3,215.0,2.7,24.9,95,0.3
2016/8/3,0,1003.2,1008.1,227.0,0.7,26.2,89,0.0
2016/8/3,3,1003.9,1008.8,332.0,1.8,30.8,70,0.0
2016/8/3,6,1002.4,1007.2,334.0,2.7,33.0,62,0.0
2016/8/3,9,1001.8,1006.6,28.0,1.7,32.2,63,0.0
2016/8/3,12,1003.2,1008.1,203.0,3.8,29.7,75,0.0
2016/8/3,15,1004.2,1009.1,266.0,1.8,26.7,86,0.0
2016/8/3,18,1002.8,1007.6,226.0,1.8,26.0,85,0.0
2016/8/3,21,1003.5,1008.3,180.34,0.0,25.6,89,0.0
2016/8/4,0,1004.5,1009.3,223.0,2.5,28.4,79,0.0
2016/8/4,3,1004.3,1009.1,207.0,2.0,31.7,66,0.0
2016/8/4,6,1002.3,1007.1,302.0,2.3,34.8,53,0.0
2016/8/4,9,1001.9,1006.8,177.0,2.3,28.1,84,0.7
2016/8/4,12,1004.3,1009.2,242.0,1.1,26.4,94,1.4
2016/8/4,15,1004.4,1009.3,207.0,2.4,25.5,95,0.0
2016/8/4,18,1004.0,1008.8,206.0,1.5,25.2,95,0.0
2016/8/4,21,1003.6,1008.5,273.0,0.5,24.9,94,0.0
2016/8/5,0,1004.5,1009.4,200.0,0.6,27.1,87,0.0
2016/8/5,3,1003.6,1008.5,280.0,1.9,31.5,70,0.0
2016/8/5,6,1001.9,1006.7,88.0,1.6,33.7,57,0.0
2016/8/5,9,1000.6,1005.4,180.34,0.0,32.5,64,0.0
2016/8/5,12,1002.0,1006.8,305.0,2.9,29.5,76,0.0
2016/8/5,15,1002.6,1007.4,303.0,1.9,29.0,79,0.0
2016/8/5,18,1001.5,1006.3,295.0,2.4,28.6,83,0.0
2016/8/5,21,1001.1,1005.9,295.0,1.9,27.3,89,0.0
2016/8/6,0,1001.4,1006.2,251.0,0.9,29.0,82,0.0
2016/8/6,3,1000.8,1005.6,290.0,1.7,32.3,65,0.0
2016/8/6,6,999.0,1003.8,180.34,0.0,28.1,88,2.0
2016/8/6,9,998.5,1003.3,96.0,1.7,30.3,77,0.0
2016/8/6,12,999.2,1004.0,82.0,1.6,29.7,81,0.0
2016/8/6,15,999.7,1004.5,103.0,1.8,28.6,79,0.0
2016/8/6,18,998.7,1003.5,111.0,1.4,27.7,81,0.0
2016/8/6,21,998.9,1003.7,110.0,1.0,26.9,88,0.0
2016/8/7,0,999.6,1004.4,170.0,2.9,29.4,73,0.0
2016/8/7,3,999.2,1004.0,109.0,1.5,33.5,57,0.0
2016/8/7,6,997.7,1002.5,92.0,3.9,34.9,53,0.0
2016/8/7,9,997.1,1001.9,78.0,6.5,32.7,62,0.0
2016/8/7,12,998.9,1003.7,72.0,3.3,30.5,69,0.0
2016/8/7,15,1000.0,1004.8,95.0,4.0,29.5,66,0.0
2016/8/7,18,999.4,1004.2,85.0,1.6,27.8,74,0.0
2016/8/7,21,999.6,1004.4,88.0,1.9,27.0,80,0.0
2016/8/8,0,999.9,1004.7,67.0,2.4,30.1,67,0.0
2016/8/8,3,1000.1,1004.9,107.0,2.1,32.7,60,0.0
2016/8/8,6,998.3,1003.1,86.0,4.1,34.7,50,0.0
2016/8/8,9,998.0,1002.8,63.0,4.9,32.7,55,0.0
2016/8/8,12,999.7,1004.5,83.0,1.9,29.8,75,0.0
2016/8/8,15,1000.5,1005.3,98.0,4.1,28.9,75,0.0
2016/8/8,18,999.7,1004.5,112.0,1.2,28.1,77,0.0
2016/8/8,21,999.8,1004.6,290.0,1.1,25.1,95,0.7
2016/8/9,0,1000.6,1005.5,18.0,1.0,25.4,95,14.2
2016/8/9,3,999.9,1004.7,292.0,1.5,27.4,93,2.4
2016/8/9,6,998.4,1003.2,59.0,2.0,31.7,70,0.0
2016/8/9,9,998.1,1003.0,59.0,3.2,28.6,88,2.7
2016/8/9,12,999.7,1004.6,70.0,1.3,28.4,89,0.0
2016/8/9,15,1000.7,1005.6,93.0,2.1,28.2,89,0.0
2016/8/9,18,1000.0,1004.8,93.0,1.3,27.9,91,0.0
2016/8/9,21,1000.4,1005.2,80.0,1.6,27.6,91,0.0
2016/8/10,0,1001.5,1006.3,45.0,1.8,28.7,86,0.0
2016/8/10,3,1001.2,1006.0,133.0,1.9,32.8,66,0.0
2016/8/10,6,1000.0,1004.8,58.0,3.2,33.9,62,0.0
2016/8/10,9,1000.0,1004.8,102.0,4.5,32.3,73,0.0
2016/8/10,12,1001.4,1006.2,69.0,1.7,30.2,84,0.0
2016/8/10,15,1002.6,1007.4,98.0,1.8,29.4,82,0.0
2016/8/10,18,1002.1,1006.9,84.0,1.4,28.0,86,0.0
2016/8/10,21,1002.4,1007.2,107.0,0.8,26.8,92,0.0
2016/8/11,0,1003.7,1008.5,91.0,2.1,30.6,75,0.0
2016/8/11,3,1003.6,1008.4,58.0,3.6,32.4,64,0.0
2016/8/11,6,1001.5,1006.3,27.0,3.6,34.2,58,0.0
2016/8/11,9,1001.4,1006.2,81.0,3.4,32.7,63,0.0
2016/8/11,12,1002.2,1007.0,73.0,3.0,30.2,79,0.0
2016/8/11,15,1002.7,1007.5,73.0,2.3,29.7,82,0.0
2016/8/11,18,1001.7,1006.5,100.0,1.0,29.0,85,0.0
2016/8/11,21,1001.8,1006.6,88.0,1.5,28.6,88,0.0
2016/8/12,0,1002.3,1007.1,97.0,2.2,31.6,73,0.0
2016/8/12,3,1001.6,1006.4,96.0,1.8,32.9,64,0.0
2016/8/12,6,999.9,1004.7,50.0,2.1,34.2,60,0.0
2016/8/12,9,998.8,1003.6,76.0,5.3,33.2,69,0.0
2016/8/12,12,1000.0,1004.8,63.0,3.0,31.1,76,0.0
2016/8/12,15,1000.6,1005.4,81.0,1.5,30.3,74,0.0
2016/8/12,18,999.9,1004.7,244.0,0.7,28.4,83,0.0
2016/8/12,21,1000.2,1005.0,84.0,0.9,27.6,85,0.0
2016/8/13,0,1001.0,1005.8,77.0,2.4,31.9,68,0.0
2016/8/13,3,1000.8,1005.6,138.0,2.1,33.5,60,0.0
2016/8/13,6,998.7,1003.5,137.0,1.4,35.1,58,0.0
2016/8/13,9,998.1,1002.9,89.0,3.0,33.3,70,0.0
2016/8/13,12,999.1,1003.9,78.0,2.7,31.6,75,0.0
2016/8/13,15,1000.0,1004.8,180.0,1.9,30.2,79,0.0
2016/8/13,18,999.1,1003.9,124.0,1.1,29.2,81,0.0
2016/8/13,21,999.5,1004.3,194.0,1.2,27.9,85,0.0
2016/8/14,0,1000.4,1005.2,120.0,1.2,31.6,68,0.0
2016/8/14,3,999.6,1004.4,40.0,1.4,33.7,57,0.0
2016/8/14,6,998.1,1002.9,52.0,3.4,35.2,51,0.0
2016/8/14,9,997.3,1002.1,107.0,1.5,35.3,54,0.0
2016/8/14,12,999.1,1003.9,66.0,2.3,31.2,74,0.0
2016/8/14,15,999.5,1004.3,50.0,1.7,30.7,75,0.0
2016/8/14,18,997.9,1002.7,316.0,1.0,28.8,82,0.0
2016/8/14,21,997.6,1002.4,222.0,1.3,27.6,85,0.0
2016/8/15,0,998.8,1003.6,169.0,2.0,30.6,74,0.0
2016/8/15,3,998.3,1003.1,176.0,1.5,34.0,63,0.0
2016/8/15,6,996.4,1001.2,94.0,1.5,36.0,52,0.0
2016/8/15,9,996.0,1000.8,74.0,2.6,35.4,56,0.0
2016/8/15,12,997.6,1002.4,95.0,2.4,31.7,73,0.0
2016/8/15,15,997.9,1002.7,60.0,1.7,30.8,77,0.0
2016/8/15,18,997.0,1001.8,296.0,1.9,29.1,84,0.0
2016/8/15,21,997.0,1001.8,285.0,1.8,28.3,90,0.0
2016/8/16,0,998.2,1003.0,356.0,2.0,31.5,74,0.0
2016/8/16,3,998.2,1003.0,5.0,2.4,33.2,64,0.0
2016/8/16,6,996.7,1001.5,71.0,3.0,35.8,47,0.0
2016/8/16,9,996.0,1000.8,73.0,3.8,35.3,53,0.0
2016/8/16,12,997.1,1001.9,89.0,2.9,32.1,64,0.0
2016/8/16,15,997.8,1002.6,88.0,2.2,30.2,79,0.0
2016/8/16,18,997.3,1002.1,57.0,2.1,29.5,83,0.0
2016/8/16,21,997.5,1002.3,10.0,1.1,29.1,85,0.0
2016/8/17,0,998.2,1003.0,307.0,1.3,29.5,84,0.0
2016/8/17,3,997.7,1002.5,321.0,1.8,33.3,67,0.0
2016/8/17,6,996.0,1000.8,100.0,2.9,36.0,51,0.0
2016/8/17,9,995.5,1000.3,98.0,3.7,34.6,55,0.0
