"intersection_id","tollgate_id","date","norm_time","time_interval","avg_travel_time"
"B","3","2016/7/19","0.540372215527","49.0","152.5"
"B","3","2016/7/19","0.596362321379","50.0","101.66"
"B","3","2016/7/19","0.652352427232","51.0","139.36"
"B","3","2016/7/19","0.708342533084","52.0","103.66"
"B","3","2016/7/19","0.764332638937","53.0","109.3"
"B","3","2016/7/19","0.820322744789","54.0","108.3"
"B","3","2016/7/19","0.876312850642","55.0","91.94"
"B","3","2016/7/19","0.932302956494","56.0","106.92"
"B","3","2016/7/19","1.0442831682","58.0","115.99"
"B","3","2016/7/19","1.10027327405","59.0","209.49"
"B","3","2016/7/19","1.1562633799","60.0","112.25"
"B","3","2016/7/19","1.26824359161","62.0","96.82"
"B","3","2016/7/19","1.38022380331","64.0","133.02"
"B","3","2016/7/19","1.43621390917","65.0","96.96"
"B","3","2016/7/19","1.49220401502","66.0","149.31"
"B","3","2016/7/19","1.54819412087","67.0","100.55"
"B","3","2016/7/19","1.66017433258","69.0","97.07"
"B","3","2016/7/19","1.77215454428","71.0","121.11"
"B","3","2016/7/20","-2.03517265368","3.0","93.18"
"B","3","2016/7/20","-1.92319244198","5.0","33.25"
"B","3","2016/7/20","-1.81121223028","7.0","127.48"
"B","3","2016/7/20","-1.75522212442","8.0","157.13"
"B","3","2016/7/20","-1.69923201857","9.0","125.75"
"B","3","2016/7/20","-1.64324191272","10.0","104.71"
"B","3","2016/7/20","-1.58725180687","11.0","148.14"
"B","3","2016/7/20","-1.53126170101","12.0","113.72"
"B","3","2016/7/20","-1.47527159516","13.0","129.63"
"B","3","2016/7/20","-1.41928148931","14.0","59.88"
"B","3","2016/7/20","-1.1953210659","18.0","112.36"
"B","3","2016/7/20","-1.13933096005","19.0","386.44"
"B","3","2016/7/20","-1.08334085419","20.0","130.59"
"B","3","2016/7/20","-1.02735074834","21.0","122.35"
"B","3","2016/7/20","-0.971360642489","22.0","133.2"
"B","3","2016/7/20","-0.915370536636","23.0","137.98"
"B","3","2016/7/20","-0.859380430784","24.0","182.66"
"B","3","2016/7/20","-0.803390324931","25.0","127.68"
"B","3","2016/7/20","-0.747400219079","26.0","134.42"
"B","3","2016/7/20","-0.691410113227","27.0","114.74"
"B","3","2016/7/20","-0.635420007374","28.0","142.06"
"B","3","2016/7/20","-0.579429901522","29.0","170.11"
"B","3","2016/7/20","-0.467449689817","31.0","146.52"
"B","3","2016/7/20","-0.411459583964","32.0","119.25"
"B","3","2016/7/20","-0.355469478112","33.0","126.27"
"B","3","2016/7/20","-0.29947937226","34.0","157.7"
"B","3","2016/7/20","-0.243489266407","35.0","80.52"
"B","3","2016/7/20","-0.187499160555","36.0","111.79"
"B","3","2016/7/20","-0.131509054702","37.0","47.27"
"B","3","2016/7/20","-0.0755189488498","38.0","82.82"
"B","3","2016/7/20","-0.0195288429974","39.0","117.0"
"B","3","2016/7/20","0.0364612628551","40.0","65.45"
"B","3","2016/7/20","0.0924513687075","41.0","127.1"
"B","3","2016/7/20","0.14844147456","42.0","95.36"
"B","3","2016/7/20","0.260421686265","44.0","128.78"
"B","3","2016/7/20","0.316411792117","45.0","54.23"
"B","3","2016/7/20","0.37240189797","46.0","134.65"
"B","3","2016/7/20","0.428392003822","47.0","174.75"
"B","3","2016/7/20","0.484382109674","48.0","130.69"
"B","3","2016/7/20","0.540372215527","49.0","98.28"
"B","3","2016/7/20","0.596362321379","50.0","98.73"
"B","3","2016/7/20","0.652352427232","51.0","114.94"
"B","3","2016/7/20","0.708342533084","52.0","131.36"
"B","3","2016/7/20","0.764332638937","53.0","134.24"
"B","3","2016/7/20","0.820322744789","54.0","101.55"
"B","3","2016/7/20","0.876312850642","55.0","113.77"
"B","3","2016/7/20","0.932302956494","56.0","89.67"
"B","3","2016/7/20","0.988293062346","57.0","114.53"
"B","3","2016/7/20","1.0442831682","58.0","90.8"
"B","3","2016/7/20","1.10027327405","59.0","103.43"
"B","3","2016/7/20","1.1562633799","60.0","91.33"
"B","3","2016/7/20","1.21225348576","61.0","156.44"
"B","3","2016/7/20","1.26824359161","62.0","78.35"
"B","3","2016/7/20","1.32423369746","63.0","85.88"
"B","3","2016/7/20","1.43621390917","65.0","111.47"
"B","3","2016/7/20","1.49220401502","66.0","91.52"
"B","3","2016/7/20","1.66017433258","69.0","137.86"
"B","3","2016/7/20","1.77215454428","71.0","112.89"
"B","3","2016/7/21","1.82814465013","72.0","85.0"
"B","3","2016/7/21","-1.97918254783","4.0","65.78"
"B","3","2016/7/21","-1.47527159516","13.0","393.05"
"B","3","2016/7/21","-1.1953210659","18.0","166.81"
"B","3","2016/7/21","-1.13933096005","19.0","136.67"
"B","3","2016/7/21","-1.08334085419","20.0","55.92"
"B","3","2016/7/21","-1.02735074834","21.0","206.59"
"B","3","2016/7/21","-0.971360642489","22.0","113.78"
"B","3","2016/7/21","-0.915370536636","23.0","146.58"
"B","3","2016/7/21","-0.859380430784","24.0","107.11"
"B","3","2016/7/21","-0.411459583964","32.0","180.27"
"B","3","2016/7/21","-0.355469478112","33.0","54.8"
"B","3","2016/7/21","-0.29947937226","34.0","108.52"
"B","3","2016/7/21","-0.243489266407","35.0","168.37"
"B","3","2016/7/21","-0.187499160555","36.0","61.47"
"B","3","2016/7/21","-0.131509054702","37.0","132.24"
"B","3","2016/7/21","-0.0755189488498","38.0","113.74"
"B","3","2016/7/21","-0.0195288429974","39.0","56.73"
"B","3","2016/7/21","0.0364612628551","40.0","144.33"
"B","3","2016/7/21","0.0924513687075","41.0","99.39"
"B","3","2016/7/21","0.14844147456","42.0","103.31"
"B","3","2016/7/21","0.204431580412","43.0","51.84"
"B","3","2016/7/21","0.260421686265","44.0","111.76"
"B","3","2016/7/21","0.316411792117","45.0","114.77"
"B","3","2016/7/21","0.37240189797","46.0","116.49"
"B","3","2016/7/21","0.428392003822","47.0","75.82"
"B","3","2016/7/21","0.484382109674","48.0","97.67"
"B","3","2016/7/21","0.540372215527","49.0","140.7"
"B","3","2016/7/21","0.596362321379","50.0","115.48"
"B","3","2016/7/21","0.708342533084","52.0","125.52"
"B","3","2016/7/21","0.764332638937","53.0","110.95"
"B","3","2016/7/21","0.820322744789","54.0","95.16"
"B","3","2016/7/21","0.876312850642","55.0","131.44"
"B","3","2016/7/21","0.932302956494","56.0","169.79"
"B","3","2016/7/21","0.988293062346","57.0","105.57"
"B","3","2016/7/21","1.0442831682","58.0","96.17"
"B","3","2016/7/21","1.10027327405","59.0","119.58"
"B","3","2016/7/21","1.1562633799","60.0","101.77"
"B","3","2016/7/21","1.21225348576","61.0","117.65"
"B","3","2016/7/21","1.26824359161","62.0","124.2"
"B","3","2016/7/21","1.32423369746","63.0","93.9"
"B","3","2016/7/21","1.38022380331","64.0","93.98"
"B","3","2016/7/21","1.49220401502","66.0","105.9"
"B","3","2016/7/21","1.54819412087","67.0","118.73"
"B","3","2016/7/21","1.66017433258","69.0","127.51"
"B","3","2016/7/21","1.71616443843","70.0","86.59"
"B","3","2016/7/21","1.77215454428","71.0","142.16"
"B","3","2016/7/22","-2.03517265368","3.0","165.66"
"B","3","2016/7/22","-1.69923201857","9.0","12.75"
"B","3","2016/7/22","-1.41928148931","14.0","195.47"
"B","3","2016/7/22","-1.36329138346","15.0","96.23"
"B","3","2016/7/22","-1.3073012776","16.0","154.3"
"B","3","2016/7/22","-1.25131117175","17.0","195.81"
"B","3","2016/7/22","-1.1953210659","18.0","189.33"
"B","3","2016/7/22","-1.13933096005","19.0","75.94"
"B","3","2016/7/22","-1.08334085419","20.0","72.47"
"B","3","2016/7/22","-1.02735074834","21.0","90.79"
"B","3","2016/7/22","-0.971360642489","22.0","88.87"
"B","3","2016/7/22","-0.915370536636","23.0","180.59"
"B","3","2016/7/22","-0.859380430784","24.0","126.73"
"B","3","2016/7/22","-0.803390324931","25.0","217.6"
"B","3","2016/7/22","-0.747400219079","26.0","121.92"
"B","3","2016/7/22","-0.691410113227","27.0","161.56"
"B","3","2016/7/22","-0.635420007374","28.0","113.62"
"B","3","2016/7/22","-0.579429901522","29.0","137.22"
"B","3","2016/7/22","-0.523439795669","30.0","133.78"
"B","3","2016/7/22","-0.411459583964","32.0","215.2"
"B","3","2016/7/22","-0.355469478112","33.0","112.08"
"B","3","2016/7/22","-0.29947937226","34.0","99.19"
"B","3","2016/7/22","-0.243489266407","35.0","81.48"
"B","3","2016/7/22","-0.187499160555","36.0","124.93"
"B","3","2016/7/22","-0.131509054702","37.0","82.83"
"B","3","2016/7/22","-0.0755189488498","38.0","200.47"
"B","3","2016/7/22","-0.0195288429974","39.0","101.82"
"B","3","2016/7/22","0.0364612628551","40.0","69.63"
"B","3","2016/7/22","0.0924513687075","41.0","88.79"
"B","3","2016/7/22","0.14844147456","42.0","117.05"
"B","3","2016/7/22","0.204431580412","43.0","90.7"
"B","3","2016/7/22","0.260421686265","44.0","128.29"
"B","3","2016/7/22","0.316411792117","45.0","129.11"
"B","3","2016/7/22","0.37240189797","46.0","101.98"
"B","3","2016/7/22","0.428392003822","47.0","101.56"
"B","3","2016/7/22","0.484382109674","48.0","130.6"
"B","3","2016/7/22","0.540372215527","49.0","113.65"
"B","3","2016/7/22","0.596362321379","50.0","84.49"
"B","3","2016/7/22","0.652352427232","51.0","115.19"
"B","3","2016/7/22","0.708342533084","52.0","136.99"
"B","3","2016/7/22","0.764332638937","53.0","191.51"
"B","3","2016/7/22","0.820322744789","54.0","105.54"
"B","3","2016/7/22","0.876312850642","55.0","82.42"
"B","3","2016/7/22","0.932302956494","56.0","91.96"
"B","3","2016/7/22","0.988293062346","57.0","111.78"
"B","3","2016/7/22","1.0442831682","58.0","113.59"
"B","3","2016/7/22","1.10027327405","59.0","125.72"
"B","3","2016/7/22","1.1562633799","60.0","137.06"
"B","3","2016/7/22","1.21225348576","61.0","143.25"
"B","3","2016/7/22","1.26824359161","62.0","109.69"
"B","3","2016/7/22","1.32423369746","63.0","83.7"
"B","3","2016/7/22","1.43621390917","65.0","141.53"
"B","3","2016/7/22","1.49220401502","66.0","118.16"
"B","3","2016/7/22","1.54819412087","67.0","66.34"
"B","3","2016/7/22","1.60418422672","68.0","118.93"
"B","3","2016/7/22","1.66017433258","69.0","62.51"
"B","3","2016/7/22","1.71616443843","70.0","154.56"
"B","3","2016/7/22","1.77215454428","71.0","136.23"
"B","3","2016/7/23","-2.14715286539","1.0","141.81"
"B","3","2016/7/23","-2.09116275954","2.0","129.47"
"B","3","2016/7/23","-1.97918254783","4.0","175.45"
"B","3","2016/7/23","-1.92319244198","5.0","129.42"
"B","3","2016/7/23","-1.75522212442","8.0","140.77"
"B","3","2016/7/23","-1.58725180687","11.0","115.57"
"B","3","2016/7/23","-1.41928148931","14.0","133.78"
"B","3","2016/7/23","-1.3073012776","16.0","162.52"
"B","3","2016/7/23","-1.1953210659","18.0","46.66"
"B","3","2016/7/23","-1.13933096005","19.0","95.37"
"B","3","2016/7/23","-1.08334085419","20.0","161.2"
"B","3","2016/7/23","-1.02735074834","21.0","130.15"
"B","3","2016/7/23","-0.971360642489","22.0","63.18"
"B","3","2016/7/23","-0.915370536636","23.0","100.59"
"B","3","2016/7/23","-0.859380430784","24.0","157.78"
"B","3","2016/7/23","-0.803390324931","25.0","60.5"
"B","3","2016/7/23","-0.747400219079","26.0","92.48"
"B","3","2016/7/23","-0.691410113227","27.0","153.16"
"B","3","2016/7/23","-0.635420007374","28.0","144.09"
"B","3","2016/7/23","-0.523439795669","30.0","125.13"
"B","3","2016/7/23","-0.467449689817","31.0","141.22"
"B","3","2016/7/23","-0.411459583964","32.0","132.74"
"B","3","2016/7/23","-0.355469478112","33.0","151.06"
"B","3","2016/7/23","-0.29947937226","34.0","94.56"
"B","3","2016/7/23","-0.243489266407","35.0","111.91"
"B","3","2016/7/23","-0.187499160555","36.0","101.03"
"B","3","2016/7/23","-0.131509054702","37.0","79.68"
"B","3","2016/7/23","-0.0755189488498","38.0","98.16"
"B","3","2016/7/23","-0.0195288429974","39.0","139.54"
"B","3","2016/7/23","0.0364612628551","40.0","101.43"
"B","3","2016/7/23","0.0924513687075","41.0","123.31"
"B","3","2016/7/23","0.14844147456","42.0","112.96"
"B","3","2016/7/23","0.204431580412","43.0","137.47"
"B","3","2016/7/23","0.260421686265","44.0","139.25"
"B","3","2016/7/23","0.316411792117","45.0","106.79"
"B","3","2016/7/23","0.37240189797","46.0","135.79"
"B","3","2016/7/23","0.428392003822","47.0","116.87"
"B","3","2016/7/23","0.484382109674","48.0","150.85"
"B","3","2016/7/23","0.540372215527","49.0","145.74"
"B","3","2016/7/23","0.596362321379","50.0","120.62"
"B","3","2016/7/23","0.652352427232","51.0","116.16"
"B","3","2016/7/23","0.708342533084","52.0","122.16"
"B","3","2016/7/23","0.764332638937","53.0","124.94"
"B","3","2016/7/23","0.820322744789","54.0","140.63"
"B","3","2016/7/23","0.876312850642","55.0","63.35"
"B","3","2016/7/23","0.932302956494","56.0","126.81"
"B","3","2016/7/23","0.988293062346","57.0","103.21"
"B","3","2016/7/23","1.0442831682","58.0","78.76"
"B","3","2016/7/23","1.10027327405","59.0","189.6"
"B","3","2016/7/23","1.1562633799","60.0","199.56"
"B","3","2016/7/23","1.21225348576","61.0","140.22"
"B","3","2016/7/23","1.26824359161","62.0","89.31"
"B","3","2016/7/23","1.32423369746","63.0","110.15"
"B","3","2016/7/23","1.38022380331","64.0","102.53"
"B","3","2016/7/23","1.43621390917","65.0","142.98"
"B","3","2016/7/23","1.49220401502","66.0","95.51"
"B","3","2016/7/23","1.54819412087","67.0","125.84"
"B","3","2016/7/23","1.60418422672","68.0","99.16"
"B","3","2016/7/23","1.66017433258","69.0","107.84"
"B","3","2016/7/23","1.71616443843","70.0","137.87"
"B","3","2016/7/23","1.77215454428","71.0","143.38"
"B","3","2016/7/24","1.82814465013","72.0","120.79"
"B","3","2016/7/24","-2.09116275954","2.0","70.16"
"B","3","2016/7/24","-2.03517265368","3.0","153.09"
"B","3","2016/7/24","-1.97918254783","4.0","175.41"
"B","3","2016/7/24","-1.92319244198","5.0","94.39"
"B","3","2016/7/24","-1.81121223028","7.0","72.42"
"B","3","2016/7/24","-1.75522212442","8.0","123.95"
"B","3","2016/7/24","-1.69923201857","9.0","87.88"
"B","3","2016/7/24","-1.64324191272","10.0","107.02"
"B","3","2016/7/24","-1.58725180687","11.0","105.51"
"B","3","2016/7/24","-1.53126170101","12.0","110.32"
"B","3","2016/7/24","-1.47527159516","13.0","124.14"
"B","3","2016/7/24","-1.41928148931","14.0","107.53"
"B","3","2016/7/24","-1.36329138346","15.0","121.83"
"B","3","2016/7/24","-1.1953210659","18.0","62.89"
"B","3","2016/7/24","-1.13933096005","19.0","102.01"
"B","3","2016/7/24","-1.08334085419","20.0","144.59"
"B","3","2016/7/24","-1.02735074834","21.0","70.05"
"B","3","2016/7/24","-0.971360642489","22.0","106.57"
"B","3","2016/7/24","-0.915370536636","23.0","115.18"
"B","3","2016/7/24","-0.859380430784","24.0","36.31"
"B","3","2016/7/24","-0.803390324931","25.0","149.99"
"B","3","2016/7/24","-0.747400219079","26.0","16.61"
"B","3","2016/7/24","-0.691410113227","27.0","98.77"
"B","3","2016/7/24","-0.635420007374","28.0","101.02"
"B","3","2016/7/24","-0.579429901522","29.0","272.87"
"B","3","2016/7/24","-0.523439795669","30.0","181.31"
"B","3","2016/7/24","-0.467449689817","31.0","115.27"
"B","3","2016/7/24","-0.411459583964","32.0","154.54"
"B","3","2016/7/24","-0.355469478112","33.0","153.08"
"B","3","2016/7/24","-0.29947937226","34.0","140.98"
"B","3","2016/7/24","-0.243489266407","35.0","123.75"
"B","3","2016/7/24","-0.187499160555","36.0","90.95"
"B","3","2016/7/24","-0.131509054702","37.0","95.36"
"B","3","2016/7/24","-0.0755189488498","38.0","123.38"
"B","3","2016/7/24","-0.0195288429974","39.0","131.47"
"B","3","2016/7/24","0.0364612628551","40.0","83.6"
"B","3","2016/7/24","0.0924513687075","41.0","107.08"
"B","3","2016/7/24","0.14844147456","42.0","122.22"
"B","3","2016/7/24","0.204431580412","43.0","150.78"
"B","3","2016/7/24","0.260421686265","44.0","185.07"
"B","3","2016/7/24","0.316411792117","45.0","143.98"
"B","3","2016/7/24","0.37240189797","46.0","125.73"
"B","3","2016/7/24","0.428392003822","47.0","137.23"
"B","3","2016/7/24","0.484382109674","48.0","136.03"
"B","3","2016/7/24","0.540372215527","49.0","106.89"
"B","3","2016/7/24","0.596362321379","50.0","127.72"
"B","3","2016/7/24","0.652352427232","51.0","248.15"
"B","3","2016/7/24","0.708342533084","52.0","206.31"
"B","3","2016/7/24","0.764332638937","53.0","106.74"
"B","3","2016/7/24","0.820322744789","54.0","122.36"
"B","3","2016/7/24","0.876312850642","55.0","156.42"
"B","3","2016/7/24","0.932302956494","56.0","87.72"
"B","3","2016/7/24","0.988293062346","57.0","135.01"
"B","3","2016/7/24","1.0442831682","58.0","75.39"
"B","3","2016/7/24","1.10027327405","59.0","153.17"
"B","3","2016/7/24","1.1562633799","60.0","78.0"
"B","3","2016/7/24","1.21225348576","61.0","132.96"
"B","3","2016/7/24","1.26824359161","62.0","127.92"
"B","3","2016/7/24","1.32423369746","63.0","73.99"
"B","3","2016/7/24","1.38022380331","64.0","133.61"
"B","3","2016/7/24","1.43621390917","65.0","79.16"
"B","3","2016/7/24","1.49220401502","66.0","75.39"
"B","3","2016/7/24","1.54819412087","67.0","97.17"
"B","3","2016/7/24","1.60418422672","68.0","128.09"
"B","3","2016/7/24","1.66017433258","69.0","115.91"
"B","3","2016/7/24","1.71616443843","70.0","78.84"
"B","3","2016/7/24","1.77215454428","71.0","72.98"
"B","3","2016/7/25","1.82814465013","72.0","123.0"
"B","3","2016/7/25","-2.14715286539","1.0","104.63"
"B","3","2016/7/25","-2.09116275954","2.0","83.98"
"B","3","2016/7/25","-2.03517265368","3.0","107.98"
"B","3","2016/7/25","-1.97918254783","4.0","32.34"
"B","3","2016/7/25","-1.92319244198","5.0","88.42"
"B","3","2016/7/25","-1.86720233613","6.0","81.26"
"B","3","2016/7/25","-1.81121223028","7.0","80.55"
"B","3","2016/7/25","-1.75522212442","8.0","92.64"
"B","3","2016/7/25","-1.53126170101","12.0","141.36"
"B","3","2016/7/25","-1.47527159516","13.0","163.31"
"B","3","2016/7/25","-1.36329138346","15.0","105.21"
"B","3","2016/7/25","-1.3073012776","16.0","137.94"
"B","3","2016/7/25","-1.25131117175","17.0","161.76"
"B","3","2016/7/25","-1.1953210659","18.0","86.43"
"B","3","2016/7/25","-1.13933096005","19.0","58.43"
"B","3","2016/7/25","-1.08334085419","20.0","137.53"
"B","3","2016/7/25","-1.02735074834","21.0","140.78"
"B","3","2016/7/25","-0.971360642489","22.0","187.73"
"B","3","2016/7/25","-0.915370536636","23.0","140.55"
"B","3","2016/7/25","-0.859380430784","24.0","108.82"
"B","3","2016/7/25","-0.803390324931","25.0","100.64"
"B","3","2016/7/25","-0.747400219079","26.0","138.42"
"B","3","2016/7/25","-0.691410113227","27.0","161.58"
"B","3","2016/7/25","-0.635420007374","28.0","170.83"
"B","3","2016/7/25","-0.579429901522","29.0","140.35"
"B","3","2016/7/25","-0.523439795669","30.0","162.12"
"B","3","2016/7/25","-0.467449689817","31.0","118.16"
"B","3","2016/7/25","-0.411459583964","32.0","108.78"
"B","3","2016/7/25","-0.355469478112","33.0","80.64"
"B","3","2016/7/25","-0.29947937226","34.0","60.65"
"B","3","2016/7/25","-0.243489266407","35.0","124.54"
"B","3","2016/7/25","-0.131509054702","37.0","96.83"
"B","3","2016/7/25","-0.0755189488498","38.0","131.32"
"B","3","2016/7/25","-0.0195288429974","39.0","105.69"
"B","3","2016/7/25","0.0364612628551","40.0","139.78"
"B","3","2016/7/25","0.0924513687075","41.0","104.54"
"B","3","2016/7/25","0.14844147456","42.0","113.56"
"B","3","2016/7/25","0.204431580412","43.0","155.57"
"B","3","2016/7/25","0.260421686265","44.0","134.43"
"B","3","2016/7/25","0.316411792117","45.0","99.04"
"B","3","2016/7/25","0.37240189797","46.0","107.58"
"B","3","2016/7/25","0.484382109674","48.0","107.69"
"B","3","2016/7/25","0.540372215527","49.0","130.88"
"B","3","2016/7/25","0.596362321379","50.0","146.78"
"B","3","2016/7/25","0.652352427232","51.0","118.64"
"B","3","2016/7/25","0.708342533084","52.0","131.04"
"B","3","2016/7/25","0.764332638937","53.0","114.77"
"B","3","2016/7/25","0.820322744789","54.0","186.9"
"B","3","2016/7/25","0.876312850642","55.0","127.39"
"B","3","2016/7/25","0.932302956494","56.0","104.56"
"B","3","2016/7/25","0.988293062346","57.0","131.39"
"B","3","2016/7/25","1.0442831682","58.0","86.23"
"B","3","2016/7/25","1.10027327405","59.0","57.6"
"B","3","2016/7/25","1.1562633799","60.0","163.93"
"B","3","2016/7/25","1.21225348576","61.0","155.27"
"B","3","2016/7/25","1.26824359161","62.0","95.89"
"B","3","2016/7/25","1.32423369746","63.0","180.36"
"B","3","2016/7/25","1.38022380331","64.0","97.33"
"B","3","2016/7/25","1.43621390917","65.0","135.9"
"B","3","2016/7/25","1.49220401502","66.0","70.81"
"B","3","2016/7/25","1.66017433258","69.0","182.17"
"B","3","2016/7/25","1.77215454428","71.0","142.96"
"B","3","2016/7/26","1.82814465013","72.0","47.09"
"B","3","2016/7/26","-2.03517265368","3.0","120.07"
"B","3","2016/7/26","-1.97918254783","4.0","91.39"
"B","3","2016/7/26","-1.86720233613","6.0","65.86"
"B","3","2016/7/26","-1.81121223028","7.0","112.43"
"B","3","2016/7/26","-1.75522212442","8.0","70.81"
"B","3","2016/7/26","-1.69923201857","9.0","173.58"
"B","3","2016/7/26","-1.47527159516","13.0","62.67"
"B","3","2016/7/26","-1.3073012776","16.0","116.23"
"B","3","2016/7/26","-1.25131117175","17.0","152.2"
"B","3","2016/7/26","-1.1953210659","18.0","26.88"
"B","3","2016/7/26","-1.13933096005","19.0","116.69"
"B","3","2016/7/26","-1.08334085419","20.0","38.77"
"B","3","2016/7/26","-1.02735074834","21.0","102.67"
"B","3","2016/7/26","-0.971360642489","22.0","82.09"
"B","3","2016/7/26","-0.915370536636","23.0","113.05"
"B","3","2016/7/26","-0.859380430784","24.0","119.13"
"B","3","2016/7/26","-0.803390324931","25.0","138.17"
"B","3","2016/7/26","-0.747400219079","26.0","128.09"
"B","3","2016/7/26","-0.691410113227","27.0","120.03"
"B","3","2016/7/26","-0.635420007374","28.0","114.45"
"B","3","2016/7/26","-0.579429901522","29.0","111.12"
"B","3","2016/7/26","-0.523439795669","30.0","184.27"
"B","3","2016/7/26","-0.467449689817","31.0","120.55"
"B","3","2016/7/26","-0.411459583964","32.0","101.69"
"B","3","2016/7/26","-0.355469478112","33.0","75.9"
"B","3","2016/7/26","-0.29947937226","34.0","124.86"
"B","3","2016/7/26","-0.243489266407","35.0","94.49"
"B","3","2016/7/26","-0.187499160555","36.0","139.32"
"B","3","2016/7/26","-0.131509054702","37.0","92.98"
"B","3","2016/7/26","-0.0755189488498","38.0","108.17"
"B","3","2016/7/26","-0.0195288429974","39.0","60.94"
"B","3","2016/7/26","0.0364612628551","40.0","80.66"
"B","3","2016/7/26","0.0924513687075","41.0","124.36"
"B","3","2016/7/26","0.14844147456","42.0","131.7"
"B","3","2016/7/26","0.204431580412","43.0","131.93"
"B","3","2016/7/26","0.260421686265","44.0","107.03"
"B","3","2016/7/26","0.316411792117","45.0","127.92"
"B","3","2016/7/26","0.37240189797","46.0","82.89"
"B","3","2016/7/26","0.428392003822","47.0","78.57"
"B","3","2016/7/26","0.484382109674","48.0","111.4"
"B","3","2016/7/26","0.540372215527","49.0","119.86"
"B","3","2016/7/26","0.596362321379","50.0","94.74"
"B","3","2016/7/26","0.652352427232","51.0","123.0"
"B","3","2016/7/26","0.708342533084","52.0","98.03"
"B","3","2016/7/26","0.764332638937","53.0","137.82"
"B","3","2016/7/26","0.820322744789","54.0","115.07"
"B","3","2016/7/26","0.876312850642","55.0","162.83"
"B","3","2016/7/26","0.932302956494","56.0","128.59"
"B","3","2016/7/26","0.988293062346","57.0","156.16"
"B","3","2016/7/26","1.0442831682","58.0","106.33"
"B","3","2016/7/26","1.10027327405","59.0","94.48"
"B","3","2016/7/26","1.1562633799","60.0","64.9"
"B","3","2016/7/26","1.21225348576","61.0","138.64"
"B","3","2016/7/26","1.26824359161","62.0","101.33"
"B","3","2016/7/26","1.32423369746","63.0","104.72"
"B","3","2016/7/26","1.38022380331","64.0","158.48"
"B","3","2016/7/26","1.43621390917","65.0","80.75"
"B","3","2016/7/26","1.49220401502","66.0","94.46"
"B","3","2016/7/26","1.60418422672","68.0","136.71"
"B","3","2016/7/26","1.66017433258","69.0","86.49"
"B","3","2016/7/26","1.71616443843","70.0","300.51"
"B","3","2016/7/27","-2.03517265368","3.0","135.79"
"B","3","2016/7/27","-1.64324191272","10.0","63.54"
"B","3","2016/7/27","-1.25131117175","17.0","126.2"
"B","3","2016/7/27","-1.1953210659","18.0","133.66"
"B","3","2016/7/27","-1.13933096005","19.0","107.0"
"B","3","2016/7/27","-1.08334085419","20.0","131.12"
"B","3","2016/7/27","-1.02735074834","21.0","144.36"
"B","3","2016/7/27","-0.971360642489","22.0","53.8"
"B","3","2016/7/27","-0.915370536636","23.0","89.15"
"B","3","2016/7/27","-0.859380430784","24.0","141.44"
"B","3","2016/7/27","-0.803390324931","25.0","104.39"
