"0","date","time","season","trend","volume"
1181.2661463390284,"2016/10/18","12:40:0","32.4526034052","60.3147166042","65.0"
1558.9140095604132,"2016/10/18","13:0:0","39.8520368847","60.1854006558","92.0"
1768.6912510251668,"2016/10/18","13:20:0","39.8520368847","60.1854006558","98.0"
1426.892517803913,"2016/10/18","13:40:0","39.8520368847","60.1843120453","81.0"
1516.4096141412,"2016/10/18","14:0:0","38.9270368847","60.1834413029","98.0"
1373.6181924917319,"2016/10/18","14:20:0","38.9270368847","60.182641245","87.0"
1384.8490970284277,"2016/10/18","14:40:0","38.9270368847","60.182641245","117.0"
1590.40822276782,"2016/10/18","15:0:0","36.2791202181","60.1814815228","81.0"
1422.6039722265452,"2016/10/18","15:20:0","36.2791202181","60.1807497942","91.0"
1232.215497840451,"2016/10/18","15:40:0","36.2791202181","60.168226019","83.0"
1378.425144319632,"2016/10/18","16:0:0","33.480509107","60.0480778579","84.0"
1194.0488049805085,"2016/10/18","16:20:0","33.480509107","60.0483188148","92.0"
1317.5804562580101,"2016/10/18","16:40:0","33.480509107","60.0483188148","83.0"
1210.0340364521471,"2016/10/18","17:0:0","27.880509107","60.046844907","78.0"
1082.547289642052,"2016/10/18","17:20:0","27.880509107","60.046851443","75.0"
1527.7340843759328,"2016/10/18","17:40:0","27.880509107","60.046851443","86.0"
1347.5079673627818,"2016/10/18","18:0:0","17.0780785514","60.0472011135","73.0"
1158.5590265420312,"2016/10/18","18:20:0","17.0780785514","60.0472011135","65.0"
1072.2406553669057,"2016/10/18","18:40:0","17.0780785514","60.0472011135","68.0"
944.3491112143547,"2016/10/18","19:0:0","-6.9705325597","59.8016614163","45.0"
991.0376381176759,"2016/10/18","19:20:0","-6.9705325597","59.7945483559","59.0"
1086.748180079568,"2016/10/18","19:40:0","-6.9705325597","59.7945483559","61.0"
813.753922016992,"2016/10/18","20:0:0","-16.8521297819","59.7939089759","52.0"
639.9775619949946,"2016/10/18","20:20:0","-16.8521297819","59.7903309186","35.0"
542.6657826406229,"2016/10/18","20:40:0","-16.8521297819","59.8066647153","34.0"
497.5458642230426,"2016/10/18","21:0:0","-25.085115893","59.8150183242","30.0"
478.0048831641669,"2016/10/18","21:20:0","-25.085115893","59.8298157501","21.0"
413.19546987929004,"2016/10/18","21:40:0","-25.085115893","59.804008251","28.0"
181.0507569274048,"2016/10/18","22:0:0","-38.9517825597","60.2638762181","24.0"
276.8723794552532,"2016/10/18","22:20:0","-38.9517825597","60.2636920687","27.0"
304.8738809501369,"2016/10/18","22:40:0","-38.9517825597","60.269939192","26.0"
151.01735366082673,"2016/10/18","23:0:0","-46.7542131153","60.2785602546","17.0"
202.45970471105937,"2016/10/18","23:20:0","-46.7542131153","60.2857370844","17.0"
177.2326536025192,"2016/10/18","23:40:0","-46.7542131153","60.2885059845","8.0"
129.8385200682397,"2016/10/19","2:0:0","-55.5837270041","60.2931478873","5.0"
136.42031572328574,"2016/10/19","2:20:0","-55.5837270041","60.2807029752","13.0"
126.57875331288477,"2016/10/19","2:40:0","-55.5837270041","60.2807029752","4.0"
117.91484682139905,"2016/10/19","3:0:0","-57.1267825597","60.555427288","1.0"
111.21720770816589,"2016/10/19","3:40:0","-57.1267825597","60.555427288","6.0"
64.74573763109963,"2016/10/19","6:0:0","-40.7760881153","60.555427288","21.0"
103.72393065011376,"2016/10/19","6:20:0","-40.7760881153","60.555427288","26.0"
131.6432279015329,"2016/10/19","6:40:0","-40.7760881153","60.555427288","43.0"
169.16291404251234,"2016/10/19","7:0:0","2.9607174403","59.7444629813","53.0"
205.52595740037822,"2016/10/19","7:20:0","2.9607174403","59.7444629813","63.0"
234.24923972504268,"2016/10/19","7:40:0","2.9607174403","59.7444629813","104.0"
1461.673140981222,"2016/10/19","8:0:0","52.0437035514","59.7444629813","115.0"
1578.7672549979359,"2016/10/19","8:20:0","52.0437035514","59.7444629813","115.0"
1514.48022783209,"2016/10/19","8:40:0","52.0437035514","59.7444629813","130.0"
1234.9709602360379,"2016/10/19","9:0:0","62.199259107","59.7444629813","139.0"
1454.4621039809008,"2016/10/19","9:20:0","62.199259107","59.7444629813","91.0"
964.5747253814134,"2016/10/19","9:40:0","62.199259107","57.8859655131","98.0"
1419.4972511751614,"2016/10/19","10:0:0","23.2676618847","57.8859655131","88.0"
1431.6083571214303,"2016/10/19","10:20:0","23.2676618847","57.8859655131","87.0"
1400.83387619543,"2016/10/19","10:40:0","23.2676618847","57.8859655131","80.0"
1209.4674440868032,"2016/10/19","11:0:0","14.408634107","57.8859655131","60.0"
1497.3451205066524,"2016/10/19","11:20:0","14.408634107","57.8859655131","65.0"
1109.562139588816,"2016/10/19","11:40:0","14.408634107","57.8910038428","66.0"
1033.197860218047,"2016/10/19","12:0:0","32.4526034052","57.8873257404","85.0"
984.6730905871627,"2016/10/19","12:20:0","32.4526034052","57.8839598845","62.0"
1148.051959276536,"2016/10/19","12:40:0","32.4526034052","59.5630848453","90.0"
1514.525322312922,"2016/10/19","13:0:0","39.8520368847","59.5701037772","78.0"
1718.051082515705,"2016/10/19","13:20:0","39.8520368847","59.5654005151","78.0"
1386.4653542185765,"2016/10/19","13:40:0","39.8520368847","59.5654005151","97.0"
1490.8425355008062,"2016/10/19","14:0:0","38.9270368847","59.5654005151","89.0"
1350.611050743384,"2016/10/19","14:20:0","38.9270368847","59.5710996099","79.0"
1361.6826804487566,"2016/10/19","14:40:0","38.9270368847","59.5710996099","81.0"
1563.4905250769032,"2016/10/19","15:0:0","36.2791202181","59.574822787","99.0"
1398.7550600449613,"2016/10/19","15:20:0","36.2791202181","59.5814185102","108.0"
1211.6206005132399,"2016/10/19","15:40:0","36.2791202181","60.0998203593","79.0"
1327.656569755584,"2016/10/19","16:0:0","33.480509107","60.1125171186","82.0"
1150.5750127345486,"2016/10/19","16:20:0","33.480509107","60.1208565132","89.0"
1269.2410383909332,"2016/10/19","16:40:0","33.480509107","60.1308060436","75.0"
1165.5880652765559,"2016/10/19","17:0:0","27.880509107","60.1374294453","69.0"
1043.2111822799397,"2016/10/19","17:20:0","27.880509107","60.1366661514","75.0"
1470.9023200789609,"2016/10/19","17:40:0","27.880509107","60.1483079154","87.0"
1293.8600410282065,"2016/10/19","18:0:0","17.0780785514","60.1529274876","71.0"
1112.8932844589335,"2016/10/19","18:20:0","17.0780785514","60.1662789515","77.0"
1030.1509891767348,"2016/10/19","18:40:0","17.0780785514","57.9710096014","80.0"
906.769329416159,"2016/10/19","19:0:0","-6.9705325597","57.9927135994","51.0"
951.686653377774,"2016/10/19","19:20:0","-6.9705325597","57.9995285589","50.0"
1043.2057869436826,"2016/10/19","19:40:0","-6.9705325597","57.9995285589","61.0"
853.0787089358444,"2016/10/19","20:0:0","-16.8521297819","57.9996878726","40.0"
670.4861548888468,"2016/10/19","20:20:0","-16.8521297819","57.9999227737","52.0"
568.3224438232193,"2016/10/19","20:40:0","-16.8521297819","57.9864879446","36.0"
521.345402128959,"2016/10/19","21:0:0","-25.085115893","57.972881241","26.0"
500.72611899814234,"2016/10/19","21:20:0","-25.085115893","57.9732419518","23.0"
432.727852433755,"2016/10/19","21:40:0","-25.085115893","59.1060669321","23.0"
181.0507569274048,"2016/10/19","22:0:0","-38.9517825597","59.1128150815","20.0"
276.8723794552532,"2016/10/19","22:20:0","-38.9517825597","59.1180597035","12.0"
304.8738809501369,"2016/10/19","22:40:0","-38.9517825597","59.0833040125","19.0"
151.01735366082673,"2016/10/19","23:0:0","-46.7542131153","59.0833040125","10.0"
202.45970471105937,"2016/10/19","23:20:0","-46.7542131153","59.0914632067","8.0"
177.2326536025192,"2016/10/19","23:40:0","-46.7542131153","59.0955198594","6.0"
136.3944438059308,"2016/10/20","2:0:0","-55.5837270041","59.0812592965","3.0"
143.3841419189519,"2016/10/20","2:20:0","-55.5837270041","59.0813020752","3.0"
132.99720039133646,"2016/10/20","2:40:0","-55.5837270041","58.7495438141","3.0"
123.88790803969076,"2016/10/20","3:0:0","-57.1267825597","58.7187627435","5.0"
116.81396737969561,"2016/10/20","3:40:0","-57.1267825597","58.6963132974","2.0"
68.50039007386799,"2016/10/20","6:0:0","-40.7760881153","58.6849889117","16.0"
109.61897641972831,"2016/10/20","6:20:0","-40.7760881153","58.6849889117","49.0"
138.91742358920135,"2016/10/20","6:40:0","-40.7760881153","58.678199696","37.0"
178.48255414339485,"2016/10/20","7:0:0","2.9607174403","58.678199696","47.0"
216.82907839493924,"2016/10/20","7:20:0","2.9607174403","58.678199696","60.0"
246.54279204206762,"2016/10/20","7:40:0","2.9607174403","58.678199696","104.0"
1474.7519133132985,"2016/10/20","8:0:0","52.0437035514","59.6985379615","87.0"
1592.9258321200357,"2016/10/20","8:20:0","52.0437035514","59.6985379615","120.0"
1527.8792530783912,"2016/10/20","8:40:0","52.0437035514","59.6985379615","134.0"
1245.7374994825616,"2016/10/20","9:0:0","62.199259107","59.6985379615","117.0"
1467.446207291315,"2016/10/20","9:20:0","62.199259107","59.6985379615","110.0"
972.9421305579154,"2016/10/20","9:40:0","62.199259107","61.5925131279","89.0"
1359.3968974573438,"2016/10/20","10:0:0","23.2676618847","61.5925131279","94.0"
1371.0485536547878,"2016/10/20","10:20:0","23.2676618847","61.5925131279","94.0"
1341.533263418352,"2016/10/20","10:40:0","23.2676618847","61.5628318575","59.0"
1158.3298536867126,"2016/10/20","11:0:0","14.408634107","61.5707082845","71.0"
1433.4538640386409,"2016/10/20","11:20:0","14.408634107","61.59485759","70.0"
1062.9196594619943,"2016/10/20","11:40:0","14.408634107","61.6318057226","68.0"
1054.293904489432,"2016/10/20","12:0:0","32.4526034052","61.6468020388","96.0"
1004.8323206772017,"2016/10/20","12:20:0","32.4526034052","59.5673133369","76.0"
1171.7763786068876,"2016/10/20","12:40:0","32.4526034052","59.56814024","77.0"
1546.2315274897014,"2016/10/20","13:0:0","39.8520368847","59.5615604049","84.0"
1754.2226314510349,"2016/10/20","13:20:0","39.8520368847","59.5581239383","90.0"
1415.341899636674,"2016/10/20","13:40:0","39.8520368847","59.5675186624","79.0"
1524.931973687998,"2016/10/20","14:0:0","38.9270368847","59.5675186624","80.0"
1381.287239741181,"2016/10/20","14:20:0","38.9270368847","59.5804709607","89.0"
1392.571235888318,"2016/10/20","14:40:0","38.9270368847","59.6266859527","100.0"
1599.3807886647924,"2016/10/20","15:0:0","36.2791202181","59.6129740823","100.0"
1430.5536096204064,"2016/10/20","15:20:0","36.2791202181","59.5430999794","105.0"
1239.0804636161881,"2016/10/20","15:40:0","36.2791202181","59.5343435822","74.0"
1357.6561819979759,"2016/10/20","16:0:0","33.480509107","59.5212196282","92.0"
1176.2640717889794,"2016/10/20","16:20:0","33.480509107","59.5222376156","84.0"
1297.8052398578423,"2016/10/20","16:40:0","33.480509107","59.5200195988","88.0"
1191.8515936984961,"2016/10/20","17:0:0","27.880509107","59.5104277105","81.0"
1066.4552457211878,"2016/10/20","17:20:0","27.880509107","59.5070645059","84.0"
1504.4847262544442,"2016/10/20","17:40:0","27.880509107","59.5164437963","80.0"
1375.609262109464,"2016/10/20","18:0:0","17.0780785514","59.5172488449","54.0"
1182.4791771569871,"2016/10/20","18:20:0","17.0780785514","59.7317140022","78.0"
1094.2876233712807,"2016/10/20","18:40:0","17.0780785514","59.7502761915","66.0"
964.0337588229334,"2016/10/20","19:0:0","-6.9705325597","59.7568520462","42.0"
1011.6500586957197,"2016/10/20","19:20:0","-6.9705325597","59.7568520462","52.0"
1109.5561002936033,"2016/10/20","19:40:0","-6.9705325597","59.7629874897","52.0"
757.8713300796752,"2016/10/20","20:0:0","-16.8521297819","59.7629874897","30.0"
596.6232457774151,"2016/10/20","20:20:0","-16.8521297819","59.7689220961","46.0"
506.20631674956485,"2016/10/20","20:40:0","-16.8521297819","59.7857833056","47.0"
463.7254682514773,"2016/10/20","21:0:0","-25.085115893","59.7858374787","27.0"
445.71681118957025,"2016/10/20","21:20:0","-25.085115893","58.8435706161","32.0"
385.4389262492609,"2016/10/20","21:40:0","-25.085115893","58.8435706161","34.0"
193.74053176731144,"2016/10/20","22:0:0","-38.9517825597","58.8435706161","28.0"
297.1318840973878,"2016/10/20","22:20:0","-38.9517825597","58.8435706161","38.0"
327.1952199975764,"2016/10/20","22:40:0","-38.9517825597","58.8435706161","44.0"
161.94902766797858,"2016/10/20","23:0:0","-46.7542131153","58.8435706161","19.0"
217.47019537365838,"2016/10/20","23:20:0","-46.7542131153","58.8298553383","20.0"
190.3644087478636,"2016/10/20","23:40:0","-46.7542131153","58.8162486347","17.0"
138.85291520756493,"2016/10/21","2:0:0","-55.5837270041","58.8162486347","4.0"
145.99557674232673,"2016/10/21","2:20:0","-55.5837270041","59.4615753683","1.0"
135.40411804575584,"2016/10/21","2:40:0","-55.5837270041","59.4615753683","9.0"
126.12780599655014,"2016/10/21","3:0:0","-57.1267825597","59.4615753683","7.0"
118.91275225651927,"2016/10/21","3:40:0","-57.1267825597","59.4310910156","7.0"
60.05242207763919,"2016/10/21","6:0:0","-40.7760881153","59.4240770125","21.0"
96.35512343809557,"2016/10/21","6:20:0","-40.7760881153","59.4289629318","28.0"
122.55048329194733,"2016/10/21","6:40:0","-40.7760881153","59.3881220775","42.0"
157.5133639164092,"2016/10/21","7:0:0","2.9607174403","59.37399698","54.0"
191.39705615717685,"2016/10/21","7:20:0","2.9607174403","59.3550232895","76.0"
218.88229932876158,"2016/10/21","7:40:0","2.9607174403","58.6942746779","79.0"
1418.0772332076344,"2016/10/21","8:0:0","52.0437035514","58.6782919265","102.0"
1531.57199792427,"2016/10/21","8:20:0","52.0437035514","58.6577159466","114.0"
1469.8168103444186,"2016/10/21","8:40:0","52.0437035514","58.6500075219","118.0"
1199.0824960809582,"2016/10/21","9:0:0","62.199259107","58.6500075219","123.0"
1411.1817596128533,"2016/10/21","9:20:0","62.199259107","58.6445630264","106.0"
936.6833747930729,"2016/10/21","9:40:0","62.199259107","58.6445630264","101.0"
1372.9679450710446,"2016/10/21","10:0:0","23.2676618847","58.6445630264","69.0"
1384.7233479859653,"2016/10/21","10:20:0","23.2676618847","58.6445630264","77.0"
1354.9237243680147,"2016/10/21","10:40:0","23.2676618847","67.1531942941","76.0"
1169.877051518991,"2016/10/21","11:0:0","14.408634107","67.1259053556","72.0"
1447.8809219507725,"2016/10/21","11:20:0","14.408634107","67.1259053556","84.0"
1073.4518323938573,"2016/10/21","11:40:0","14.408634107","67.1259053556","89.0"
1077.4995531879551,"2016/10/21","12:0:0","32.4526034052","67.1259053556","101.0"
1027.0074737762445,"2016/10/21","12:20:0","32.4526034052","59.2856184273","105.0"
1197.8732398702743,"2016/10/21","12:40:0","32.4526034052","59.2856184273","101.0"
1581.1083531841584,"2016/10/21","13:0:0","39.8520368847","59.2856184273","112.0"
1794.0113352798976,"2016/10/21","13:20:0","39.8520368847","59.2856184273","116.0"
1447.106099596581,"2016/10/21","13:40:0","39.8520368847","59.2856184273","108.0"
1925.4828723875012,"2016/10/21","14:0:0","38.9270368847","59.2856184273","84.0"
1741.732460465298,"2016/10/21","14:20:0","38.9270368847","59.2856184273","112.0"
1755.5117623031642,"2016/10/21","14:40:0","38.9270368847","59.2856184273","117.0"
2021.09138582249,"2016/10/21","15:0:0","36.2791202181","58.5406539933","113.0"
1804.1865671318865,"2016/10/21","15:20:0","36.2791202181","58.5436117444","100.0"
1561.7338550758288,"2016/10/21","15:40:0","36.2791202181","58.5370319093","96.0"
1528.4232055315922,"2016/10/21","16:0:0","33.480509107","58.5436595122","78.0"
1322.4941002526634,"2016/10/21","16:20:0","33.480509107","58.5436595122","92.0"
1460.4014635925562,"2016/10/21","16:40:0","33.480509107","58.5436595122","104.0"
1341.351678561849,"2016/10/21","17:0:0","27.880509107","58.5405099973","92.0"
1198.7676068482929,"2016/10/21","17:20:0","27.880509107","58.5300898149","83.0"
1695.64611525335,"2016/10/21","17:40:0","27.880509107","58.5251769098","70.0"
1401.155893697357,"2016/10/21","18:0:0","17.0780785514","59.0504711527","62.0"
1204.224768625129,"2016/10/21","18:20:0","17.0780785514","59.0375267682","73.0"
1114.3303215570763,"2016/10/21","18:40:0","17.0780785514","59.0244948281","58.0"
981.9288930125505,"2016/10/21","19:0:0","-6.9705325597","59.0177402917","46.0"
1030.388622857578,"2016/10/21","19:20:0","-6.9705325597","59.0097966308","69.0"
1130.2905732154536,"2016/10/21","19:40:0","-6.9705325597","58.9918065098","54.0"
795.1263913712197,"2016/10/21","20:0:0","-16.8521297819","58.9884433051","36.0"
625.5261232558014,"2016/10/21","20:20:0","-16.8521297819","58.9885590459","46.0"
530.5126273436035,"2016/10/21","20:40:0","-16.8521297819","58.9893640945","39.0"
486.2723988991875,"2016/10/21","21:0:0","-25.085115893","59.1905958982","37.0"
467.24219250596803,"2016/10/21","21:20:0","-25.085115893","59.1905958982","33.0"
403.9432886692803,"2016/10/21","21:40:0","-25.085115893","59.1905958982","29.0"
196.9129754772881,"2016/10/21","22:0:0","-38.9517825597","59.1905958982","25.0"
302.1967602579214,"2016/10/21","22:20:0","-38.9517825597","59.1905958982","14.0"
332.77555475943626,"2016/10/21","22:40:0","-38.9517825597","59.1905958982","33.0"
164.68194616976655,"2016/10/21","23:0:0","-46.7542131153","59.1905958982","15.0"
221.22281803930812,"2016/10/21","23:20:0","-46.7542131153","59.2050844629","11.0"
193.64734753419967,"2016/10/21","23:40:0","-46.7542131153","59.205138636","19.0"
138.03342474035358,"2016/10/22","2:0:0","-55.5837270041","59.1510352103","4.0"
145.12509846786847,"2016/10/22","2:20:0","-55.5837270041","59.1510352103","3.0"
134.6018121609494,"2016/10/22","2:40:0","-55.5837270041","59.135116825","4.0"
125.38117334426369,"2016/10/22","3:0:0","-57.1267825597","59.135116825","3.0"
118.21315729757806,"2016/10/22","3:40:0","-57.1267825597","59.1190760264","7.0"
62.86841140971545,"2016/10/22","6:0:0","-40.7760881153","59.1190760264","19.0"
100.77640776530649,"2016/10/22","6:20:0","-40.7760881153","59.1282692316","18.0"
128.00613005769867,"2016/10/22","6:40:0","-40.7760881153","59.1397341209","25.0"
164.50309399207106,"2016/10/22","7:0:0","2.9607174403","59.1385915149","38.0"
199.87439690309765,"2016/10/22","7:20:0","2.9607174403","58.7456976345","39.0"
228.10246356653028,"2016/10/22","7:40:0","2.9607174403","58.7456976345","69.0"
1016.9948816906265,"2016/10/22","8:0:0","52.0437035514","58.7456976345","69.0"
1097.3756328465413,"2016/10/22","8:20:0","52.0437035514","58.7152132817","61.0"
1058.9133694578445,"2016/10/22","8:40:0","52.0437035514","58.7081992786","96.0"
868.9086258542263,"2016/10/22","9:0:0","62.199259107","58.7158236848","81.0"
1013.0025914268164,"2016/10/22","9:20:0","62.199259107","58.6749828305","84.0"
680.08294938034,"2016/10/22","9:40:0","62.199259107","58.6628979391","79.0"
996.8560540627659,"2016/10/22","10:0:0","23.2676618847","58.6428951843","82.0"
1005.7361908076215,"2016/10/22","10:20:0","23.2676618847","58.6454091899","83.0"
983.8166637630738,"2016/10/22","10:40:0","23.2676618847","58.6294264384","89.0"
849.8547115958434,"2016/10/22","11:0:0","14.408634107","58.6088504586","72.0"
1048.0453169574098,"2016/10/22","11:20:0","14.408634107","58.6011420339","112.0"
781.560182567941,"2016/10/22","11:40:0","14.408634107","58.6011420339","74.0"
1172.4317524091866,"2016/10/22","12:0:0","32.4526034052","58.5956975384","84.0"
1117.7240091814194,"2016/10/22","12:20:0","32.4526034052","58.5956975384","86.0"
1304.6331268568563,"2016/10/22","12:40:0","32.4526034052","58.5956975384","100.0"
1723.7862764796646,"2016/10/22","13:0:0","39.8520368847","58.5956975384","95.0"
1956.7833054888813,"2016/10/22","13:20:0","39.8520368847","58.9403511137","97.0"
1577.05055397802,"2016/10/22","13:40:0","39.8520368847","58.9403511137","94.0"
1678.3344455303609,"2016/10/22","14:0:0","38.9270368847","58.9403511137","95.0"
1519.3300902312685,"2016/10/22","14:20:0","38.9270368847","58.9403511137","99.0"
1531.5697353663443,"2016/10/22","14:40:0","38.9270368847","58.9403511137","86.0"
1760.8869748102936,"2016/10/22","15:0:0","36.2791202181","59.1841220006","73.0"
1573.6470827099095,"2016/10/22","15:20:0","36.2791202181","59.1841220006","82.0"
1362.6498475794547,"2016/10/22","15:40:0","36.2791202181","59.1841220006","97.0"
1320.733582315032,"2016/10/22","16:0:0","33.480509107","59.1841220006","94.0"
1144.6467683373721,"2016/10/22","16:20:0","33.480509107","59.1841220006","72.0"
1262.6492995908773,"2016/10/22","16:40:0","33.480509107","59.1841220006","87.0"
1159.527251025339,"2016/10/22","17:0:0","27.880509107","59.1841220006","62.0"
1037.8471676396516,"2016/10/22","17:20:0","27.880509107","59.1841220006","68.0"
1463.1525340384649,"2016/10/22","17:40:0","27.880509107","58.9204710699","65.0"
1219.7748094233173,"2016/10/22","18:0:0","17.0780785514","58.921297973","56.0"
1049.8310692013224,"2016/10/22","18:20:0","17.0780785514","58.9147181379","55.0"
972.0271644379278,"2016/10/22","18:40:0","17.0780785514","58.9213457408","77.0"
854.8734402662699,"2016/10/22","19:0:0","-6.9705325597","58.8932371267","53.0"
897.3448173083855,"2016/10/22","19:20:0","-6.9705325597","58.8794225743","50.0"
983.0758154703173,"2016/10/22","19:40:0","-6.9705325597","58.8567022655","39.0"
728.8951712973628,"2016/10/22","20:0:0","-16.8521297819","58.821914351","34.0"
574.1432299608924,"2016/10/22","20:20:0","-16.8521297819","58.8033756204","44.0"
487.3014085097569,"2016/10/22","20:40:0","-16.8521297819","58.9096122468","43.0"
446.1889666365916,"2016/10/22","21:0:0","-25.085115893","58.8966678623","49.0"
428.97484794348304,"2016/10/22","21:20:0","-25.085115893","58.8835439083","28.0"
371.0466443670235,"2016/10/22","21:40:0","-25.085115893","58.8845618957","38.0"
209.6027503171948,"2016/10/22","22:0:0","-38.9517825597","58.8766182348","19.0"
322.456264900056,"2016/10/22","22:20:0","-38.9517825597","58.850085001","30.0"
355.0968938068758,"2016/10/22","22:40:0","-38.9517825597","58.8305127396","23.0"
175.6136201769184,"2016/10/22","23:0:0","-46.7542131153","58.8165081817","18.0"
236.2333087019072,"2016/10/22","23:20:0","-46.7542131153","58.8165081817","16.0"
206.77910267954408,"2016/10/22","23:40:0","-46.7542131153","58.0740602882","15.0"
126.56055819939412,"2016/10/23","2:0:0","-55.5837270041","58.0587128963","4.0"
132.93840262545262,"2016/10/23","2:20:0","-55.5837270041","58.0587128963","4.0"
123.36952977365893,"2016/10/23","2:40:0","-55.5837270041","58.0452409747","3.0"
114.92831621225321,"2016/10/23","3:0:0","-57.1267825597","58.0452409747","4.0"
108.41882787240101,"2016/10/23","3:40:0","-57.1267825597","58.0452409747","5.0"
57.23643274556292,"2016/10/23","6:0:0","-40.7760881153","58.0477465206","9.0"
91.93383911088468,"2016/10/23","6:20:0","-40.7760881153","58.0559161217","19.0"
117.09483652619599,"2016/10/23","6:40:0","-40.7760881153","58.0402767481","33.0"
150.52363384074732,"2016/10/23","7:0:0","2.9607174403","57.9944963358","36.0"
182.91971541125605,"2016/10/23","7:20:0","2.9607174403","57.9944963358","53.0"
209.66213509099288,"2016/10/23","7:40:0","2.9607174403","57.9956672236","51.0"
986.4777462491151,"2016/10/23","8:0:0","52.0437035514","57.9933825651","61.0"
1064.3389528949751,"2016/10/23","8:20:0","52.0437035514","57.9938603815","81.0"
1027.6489772164748,"2016/10/23","8:40:0","52.0437035514","57.9938603815","70.0"
843.7867009456708,"2016/10/23","9:0:0","62.199259107","57.9849704713","94.0"
982.7063503691833,"2016/10/23","9:20:0","62.199259107","57.9780821023","74.0"
660.5590039685017,"2016/10/23","9:40:0","62.199259107","57.9780821023","87.0"
991.0398907997513,"2016/10/23","10:0:0","23.2676618847","59.0696720965","93.0"
999.8755646656883,"2016/10/23","10:20:0","23.2676618847","59.0618975116","85.0"
978.077894784647,"2016/10/23","10:40:0","23.2676618847","59.041397382","101.0"
844.9059125248668,"2016/10/23","11:0:0","14.408634107","59.0263513612","81.0"
1041.862292137925,"2016/10/23","11:20:0","14.408634107","59.0284554137","72.0"
777.0463941685712,"2016/10/23","11:40:0","14.408634107","59.0284554137","81.0"
1174.5413568363251,"2016/10/23","12:0:0","32.4526034052","59.0284554137","100.0"
1119.7399321904234,"2016/10/23","12:20:0","32.4526034052","59.0262797421","92.0"
1307.0055687898914,"2016/10/23","12:40:0","32.4526034052","59.0122471207","111.0"
1726.9568969973425,"2016/10/23","13:0:0","39.8520368847","57.6333413433","131.0"
1960.4004603824142,"2016/10/23","13:20:0","39.8520368847","57.6333413433","153.0"
1579.9382085198297,"2016/10/23","13:40:0","39.8520368847","57.6333413433","112.0"
2084.5669172610624,"2016/10/23","14:0:0","38.9270368847","57.6333413433","133.0"
1884.8880091216845,"2016/10/23","14:20:0","38.9270368847","57.6333413433","101.0"
1899.6583543544507,"2016/10/23","14:40:0","38.9270368847","57.6333413433","106.0"
2188.579282565973,"2016/10/23","15:0:0","36.2791202181","57.6333413433","137.0"
1952.5797984839637,"2016/10/23","15:20:0","36.2791202181","57.6333413433","117.0"
1689.8798828895867,"2016/10/23","15:40:0","36.2791202181","57.6333413433","89.0"
1669.190616822816,"2016/10/23","16:0:0","33.480509107","58.968987684","95.0"
1443.0350696619162,"2016/10/23","16:20:0","33.480509107","58.968987684","91.0"
1594.4334858603609,"2016/10/23","16:40:0","33.480509107","58.968987684","104.0"
1464.5882350032612,"2016/10/23","17:0:0","27.880509107","58.968987684","80.0"
1307.8359045341497,"2016/10/23","17:20:0","27.880509107","58.968987684","81.0"
1853.2250980767722,"2016/10/23","17:40:0","27.880509107","63.9406973694","76.0"
1421.5931989676712,"2016/10/23","18:0:0","17.0780785514","63.9406973694","78.0"
