"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","[2016-10-23 09:00:00,2016-10-23 09:20:00)","97.2919290017"
"A","3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","115.84381943"
"C","3","[2016-10-24 17:20:00,2016-10-24 17:40:00)","176.697711015"
"C","1","[2016-10-19 08:20:00,2016-10-19 08:40:00)","180.06284692"
"A","2","[2016-10-20 18:00:00,2016-10-20 18:20:00)","65.0668423321"
"C","1","[2016-10-24 09:00:00,2016-10-24 09:20:00)","183.646827181"
"A","3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","112.027837411"
"B","3","[2016-10-21 17:40:00,2016-10-21 18:00:00)","100.149836551"
"C","1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","179.297993862"
"C","1","[2016-10-18 08:20:00,2016-10-18 08:40:00)","178.166751107"
"C","1","[2016-10-20 18:40:00,2016-10-20 19:00:00)","192.464546483"
"A","3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","119.579029796"
"B","1","[2016-10-24 18:40:00,2016-10-24 19:00:00)","123.33222027"
"A","3","[2016-10-24 08:40:00,2016-10-24 09:00:00)","118.184581452"
"A","3","[2016-10-24 08:00:00,2016-10-24 08:20:00)","114.042519537"
"C","3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","163.661067883"
"A","3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","111.8086629"
"C","3","[2016-10-20 08:20:00,2016-10-20 08:40:00)","169.001814284"
"C","3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","166.813284181"
"B","1","[2016-10-22 17:40:00,2016-10-22 18:00:00)","124.115627262"
"C","1","[2016-10-19 17:00:00,2016-10-19 17:20:00)","194.847008309"
"B","3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","99.7045766509"
"B","1","[2016-10-21 17:00:00,2016-10-21 17:20:00)","122.73487158"
"A","3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","123.394214671"
"C","3","[2016-10-21 17:20:00,2016-10-21 17:40:00)","177.570536418"
"C","1","[2016-10-23 08:00:00,2016-10-23 08:20:00)","176.265910503"
"C","3","[2016-10-23 08:20:00,2016-10-23 08:40:00)","161.027144005"
"A","2","[2016-10-22 17:20:00,2016-10-22 17:40:00)","65.1864510534"
"A","3","[2016-10-24 09:40:00,2016-10-24 10:00:00)","125.617119649"
"C","1","[2016-10-20 17:40:00,2016-10-20 18:00:00)","193.058899998"
"A","2","[2016-10-21 18:40:00,2016-10-21 19:00:00)","66.4448958097"
"B","3","[2016-10-23 17:40:00,2016-10-23 18:00:00)","105.902564064"
"C","1","[2016-10-24 18:20:00,2016-10-24 18:40:00)","192.850321743"
"C","3","[2016-10-18 09:00:00,2016-10-18 09:20:00)","164.615384169"
"A","2","[2016-10-24 17:20:00,2016-10-24 17:40:00)","66.7509564552"
"A","3","[2016-10-21 09:40:00,2016-10-21 10:00:00)","113.715379738"
"B","1","[2016-10-22 08:00:00,2016-10-22 08:20:00)","123.492250559"
"B","3","[2016-10-22 17:40:00,2016-10-22 18:00:00)","103.312079981"
"B","1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","126.978805873"
"C","3","[2016-10-22 17:20:00,2016-10-22 17:40:00)","176.335897035"
"C","1","[2016-10-24 09:40:00,2016-10-24 10:00:00)","185.750583881"
"C","3","[2016-10-20 18:20:00,2016-10-20 18:40:00)","176.914883681"
"A","3","[2016-10-22 18:00:00,2016-10-22 18:20:00)","118.647335599"
"A","2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","59.3618690852"
"B","1","[2016-10-21 09:40:00,2016-10-21 10:00:00)","122.872054246"
"B","3","[2016-10-18 17:00:00,2016-10-18 17:20:00)","102.714513652"
"B","1","[2016-10-24 08:40:00,2016-10-24 09:00:00)","122.297667254"
"C","1","[2016-10-21 17:00:00,2016-10-21 17:20:00)","200.111991887"
"B","3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","100.563900352"
"B","1","[2016-10-19 08:20:00,2016-10-19 08:40:00)","120.996100487"
"C","1","[2016-10-21 09:40:00,2016-10-21 10:00:00)","185.206646823"
"C","1","[2016-10-24 18:00:00,2016-10-24 18:20:00)","192.63153557"
"C","3","[2016-10-21 09:40:00,2016-10-21 10:00:00)","165.615759599"
"B","1","[2016-10-18 08:00:00,2016-10-18 08:20:00)","116.745530261"
"A","3","[2016-10-22 17:40:00,2016-10-22 18:00:00)","119.940436595"
"C","3","[2016-10-22 18:00:00,2016-10-22 18:20:00)","175.509474668"
"C","3","[2016-10-22 09:20:00,2016-10-22 09:40:00)","184.917152606"
"A","3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","119.185067696"
"A","3","[2016-10-21 08:20:00,2016-10-21 08:40:00)","108.106007594"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","61.6039908334"
"A","3","[2016-10-23 08:20:00,2016-10-23 08:40:00)","110.240016123"
"B","1","[2016-10-22 18:00:00,2016-10-22 18:20:00)","123.014898857"
"B","1","[2016-10-24 18:00:00,2016-10-24 18:20:00)","124.228628283"
"C","1","[2016-10-18 09:40:00,2016-10-18 10:00:00)","183.821540352"
"A","2","[2016-10-20 08:20:00,2016-10-20 08:40:00)","60.3412036418"
"B","1","[2016-10-21 08:40:00,2016-10-21 09:00:00)","119.189780347"
"C","1","[2016-10-24 17:00:00,2016-10-24 17:20:00)","193.149359393"
"C","3","[2016-10-21 18:00:00,2016-10-21 18:20:00)","182.006549816"
"A","2","[2016-10-21 18:20:00,2016-10-21 18:40:00)","68.0370350072"
"C","1","[2016-10-21 18:40:00,2016-10-21 19:00:00)","212.551235389"
"C","1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","192.351255681"
"C","1","[2016-10-22 18:40:00,2016-10-22 19:00:00)","195.145823115"
"B","1","[2016-10-23 08:00:00,2016-10-23 08:20:00)","117.360230204"
"B","3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","102.487722094"
"A","2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","69.0260832722"
"A","2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","68.2377723816"
"B","3","[2016-10-18 09:00:00,2016-10-18 09:20:00)","99.662508424"
"B","3","[2016-10-22 18:40:00,2016-10-22 19:00:00)","101.646896637"
"A","2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","67.3646787148"
"B","1","[2016-10-22 09:40:00,2016-10-22 10:00:00)","131.149612007"
"B","3","[2016-10-23 09:20:00,2016-10-23 09:40:00)","97.9840071663"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","68.8820923644"
"A","3","[2016-10-20 17:40:00,2016-10-20 18:00:00)","120.588887883"
"C","3","[2016-10-22 08:00:00,2016-10-22 08:20:00)","183.543121084"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","67.836908218"
"A","3","[2016-10-21 18:40:00,2016-10-21 19:00:00)","116.638705826"
"A","2","[2016-10-22 09:40:00,2016-10-22 10:00:00)","71.4598091623"
"C","3","[2016-10-18 17:20:00,2016-10-18 17:40:00)","180.578743206"
"B","1","[2016-10-19 17:00:00,2016-10-19 17:20:00)","124.113551847"
"A","3","[2016-10-18 09:40:00,2016-10-18 10:00:00)","118.946879869"
"C","3","[2016-10-18 17:00:00,2016-10-18 17:20:00)","180.637955541"
"B","1","[2016-10-19 18:20:00,2016-10-19 18:40:00)","121.811471503"
"B","1","[2016-10-21 17:40:00,2016-10-21 18:00:00)","122.873106514"
"B","3","[2016-10-24 08:20:00,2016-10-24 08:40:00)","105.586493619"
"B","1","[2016-10-21 18:00:00,2016-10-21 18:20:00)","127.431314095"
"A","2","[2016-10-23 08:40:00,2016-10-23 09:00:00)","59.5779141001"
"A","3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","116.712227509"
"C","3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","166.974915021"
"C","3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","164.82248626"
"B","3","[2016-10-22 18:20:00,2016-10-22 18:40:00)","101.921743906"
"B","3","[2016-10-24 17:40:00,2016-10-24 18:00:00)","104.682373753"
"B","3","[2016-10-19 18:00:00,2016-10-19 18:20:00)","97.5187344506"
"A","3","[2016-10-24 18:40:00,2016-10-24 19:00:00)","118.195888103"
"A","2","[2016-10-21 09:20:00,2016-10-21 09:40:00)","64.5654641592"
"A","3","[2016-10-24 18:00:00,2016-10-24 18:20:00)","119.020686152"
"C","1","[2016-10-22 09:20:00,2016-10-22 09:40:00)","201.176905404"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","67.2086308403"
"C","1","[2016-10-23 18:20:00,2016-10-23 18:40:00)","195.141985211"
"A","3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","119.706891928"
"B","3","[2016-10-21 17:00:00,2016-10-21 17:20:00)","100.074918896"
"B","1","[2016-10-20 09:00:00,2016-10-20 09:20:00)","123.223884179"
"B","1","[2016-10-23 08:20:00,2016-10-23 08:40:00)","120.619320942"
"A","2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","58.363014804"
"B","3","[2016-10-19 08:20:00,2016-10-19 08:40:00)","96.5775839921"
"A","3","[2016-10-21 08:40:00,2016-10-21 09:00:00)","108.158452862"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","65.7437372172"
"B","1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","123.779033819"
"C","3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","172.299890962"
"A","2","[2016-10-23 18:00:00,2016-10-23 18:20:00)","70.4504851761"
"B","1","[2016-10-20 09:40:00,2016-10-20 10:00:00)","125.765921058"
"B","1","[2016-10-21 08:20:00,2016-10-21 08:40:00)","119.166762237"
"B","3","[2016-10-22 09:00:00,2016-10-22 09:20:00)","107.563521708"
"C","3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","165.078500596"
"C","3","[2016-10-23 17:00:00,2016-10-23 17:20:00)","177.221661514"
"A","3","[2016-10-22 18:40:00,2016-10-22 19:00:00)","117.895471923"
"A","2","[2016-10-22 18:20:00,2016-10-22 18:40:00)","63.541137475"
"A","3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","116.107774741"
"A","3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","124.183512811"
"C","3","[2016-10-23 17:40:00,2016-10-23 18:00:00)","177.367424017"
"B","1","[2016-10-24 09:00:00,2016-10-24 09:20:00)","124.130400878"
"B","3","[2016-10-19 17:40:00,2016-10-19 18:00:00)","99.6266181896"
"C","1","[2016-10-22 08:40:00,2016-10-22 09:00:00)","197.892898559"
"B","3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","103.962402012"
"C","1","[2016-10-21 17:40:00,2016-10-21 18:00:00)","200.442545709"
"A","3","[2016-10-24 09:20:00,2016-10-24 09:40:00)","123.205007981"
"C","3","[2016-10-23 09:40:00,2016-10-23 10:00:00)","164.360546805"
"B","3","[2016-10-23 18:20:00,2016-10-23 18:40:00)","103.729231585"
"C","3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","170.121023527"
"A","3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","118.476734902"
"B","1","[2016-10-21 09:00:00,2016-10-21 09:20:00)","121.027838296"
"B","1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","121.443761509"
"A","3","[2016-10-21 17:40:00,2016-10-21 18:00:00)","113.161057987"
"B","1","[2016-10-22 09:00:00,2016-10-22 09:20:00)","128.595576279"
"B","3","[2016-10-20 18:20:00,2016-10-20 18:40:00)","104.07927051"
"A","2","[2016-10-24 09:00:00,2016-10-24 09:20:00)","69.0136963903"
"A","2","[2016-10-23 18:20:00,2016-10-23 18:40:00)","69.6186655094"
"B","1","[2016-10-18 09:00:00,2016-10-18 09:20:00)","121.932123012"
"B","3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","104.413177903"
"A","3","[2016-10-22 17:00:00,2016-10-22 17:20:00)","120.118433573"
"A","3","[2016-10-23 18:20:00,2016-10-23 18:40:00)","118.336308236"
"B","3","[2016-10-23 08:20:00,2016-10-23 08:40:00)","93.3688109235"
"A","3","[2016-10-23 17:00:00,2016-10-23 17:20:00)","121.515052557"
"C","3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","169.183026261"
"A","3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","118.178859375"
"A","3","[2016-10-19 08:20:00,2016-10-19 08:40:00)","115.559056743"
"C","3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","176.888138129"
"C","1","[2016-10-19 09:40:00,2016-10-19 10:00:00)","185.49585664"
"B","1","[2016-10-23 09:40:00,2016-10-23 10:00:00)","125.104638206"
"B","3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","104.440492574"
"A","2","[2016-10-23 18:40:00,2016-10-23 19:00:00)","67.9281787539"
"A","2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","66.0940018452"
"B","3","[2016-10-19 17:00:00,2016-10-19 17:20:00)","99.7697025041"
"A","2","[2016-10-21 17:20:00,2016-10-21 17:40:00)","64.2406353533"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","60.5694819584"
"A","3","[2016-10-24 09:00:00,2016-10-24 09:20:00)","122.203789975"
"C","3","[2016-10-23 08:40:00,2016-10-23 09:00:00)","161.153832025"
"C","1","[2016-10-22 09:40:00,2016-10-22 10:00:00)","202.390570345"
"A","3","[2016-10-23 17:40:00,2016-10-23 18:00:00)","121.146813072"
"B","1","[2016-10-22 18:40:00,2016-10-22 19:00:00)","122.123640099"
"C","1","[2016-10-23 17:40:00,2016-10-23 18:00:00)","196.808882791"
"B","1","[2016-10-21 08:00:00,2016-10-21 08:20:00)","115.906916173"
"C","3","[2016-10-23 18:00:00,2016-10-23 18:20:00)","175.587590346"
"C","1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","182.537432426"
"A","3","[2016-10-20 18:20:00,2016-10-20 18:40:00)","118.724203064"
"C","1","[2016-10-24 17:40:00,2016-10-24 18:00:00)","193.601710958"
"C","3","[2016-10-24 17:00:00,2016-10-24 17:20:00)","176.520802683"
"B","3","[2016-10-21 08:40:00,2016-10-21 09:00:00)","93.2284959411"
"C","1","[2016-10-19 18:00:00,2016-10-19 18:20:00)","192.622505146"
"B","1","[2016-10-22 08:40:00,2016-10-22 09:00:00)","126.768355672"
"A","2","[2016-10-24 18:20:00,2016-10-24 18:40:00)","64.8185281641"
"C","3","[2016-10-23 09:20:00,2016-10-23 09:40:00)","162.193396349"
"B","1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","121.478617312"
"C","3","[2016-10-21 18:20:00,2016-10-21 18:40:00)","182.125166543"
"B","3","[2016-10-20 08:00:00,2016-10-20 08:20:00)","102.956457298"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","68.0474883506"
"B","3","[2016-10-24 17:00:00,2016-10-24 17:20:00)","104.597670083"
"B","1","[2016-10-19 18:40:00,2016-10-19 19:00:00)","121.02840055"
"A","3","[2016-10-24 08:20:00,2016-10-24 08:40:00)","117.738808153"
"A","2","[2016-10-24 08:40:00,2016-10-24 09:00:00)","63.9219987937"
"C","1","[2016-10-20 09:40:00,2016-10-20 10:00:00)","184.553452785"
"C","1","[2016-10-19 17:40:00,2016-10-19 18:00:00)","195.113586721"
"B","1","[2016-10-23 18:40:00,2016-10-23 19:00:00)","127.767720776"
"C","1","[2016-10-21 08:20:00,2016-10-21 08:40:00)","180.897298049"
"A","2","[2016-10-24 09:20:00,2016-10-24 09:40:00)","70.0005971323"
"B","1","[2016-10-24 08:00:00,2016-10-24 08:20:00)","119.017149885"
"B","3","[2016-10-23 18:00:00,2016-10-23 18:20:00)","104.324902047"
"C","1","[2016-10-21 08:40:00,2016-10-21 09:00:00)","180.856056962"
"C","1","[2016-10-19 08:40:00,2016-10-19 09:00:00)","180.097143422"
"C","1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","201.440491748"
"B","3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","105.298249146"
"A","3","[2016-10-24 17:40:00,2016-10-24 18:00:00)","120.310655608"
"A","2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","65.025384089"
"B","3","[2016-10-22 18:00:00,2016-10-22 18:20:00)","102.140495524"
"B","3","[2016-10-24 18:40:00,2016-10-24 19:00:00)","102.948078051"
"B","1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","123.873075634"
"A","2","[2016-10-24 09:40:00,2016-10-24 10:00:00)","72.4057497976"
"C","3","[2016-10-22 09:00:00,2016-10-22 09:20:00)","184.908847284"
"A","3","[2016-10-19 18:20:00,2016-10-19 18:40:00)","112.335970789"
"C","3","[2016-10-22 08:20:00,2016-10-22 08:40:00)","184.12321778"
"B","3","[2016-10-24 18:00:00,2016-10-24 18:20:00)","103.503638525"
"B","3","[2016-10-23 08:40:00,2016-10-23 09:00:00)","93.463167382"
"A","2","[2016-10-22 18:40:00,2016-10-22 19:00:00)","62.0438575597"
"B","3","[2016-10-24 08:40:00,2016-10-24 09:00:00)","105.755301475"
"A","2","[2016-10-23 09:00:00,2016-10-23 09:20:00)","63.9961613486"
"B","3","[2016-10-21 18:00:00,2016-10-21 18:20:00)","104.66590305"
"A","2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","65.5321445737"
"C","1","[2016-10-24 17:20:00,2016-10-24 17:40:00)","193.37631875"
"B","3","[2016-10-22 17:20:00,2016-10-22 17:40:00)","103.288123822"
"C","3","[2016-10-18 08:20:00,2016-10-18 08:40:00)","163.469432459"
"B","3","[2016-10-21 08:20:00,2016-10-21 08:40:00)","93.1652415104"
"B","3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","101.287086395"
"B","3","[2016-10-23 18:40:00,2016-10-23 19:00:00)","103.399049015"
"A","2","[2016-10-23 17:40:00,2016-10-23 18:00:00)","72.2585076499"
"B","1","[2016-10-23 17:00:00,2016-10-23 17:20:00)","130.700498835"
"C","1","[2016-10-24 08:20:00,2016-10-24 08:40:00)","180.316047373"
"C","3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","181.696930279"
"B","3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","103.277595963"
"B","1","[2016-10-24 09:40:00,2016-10-24 10:00:00)","126.76730916"
"B","1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","122.805312941"
"B","3","[2016-10-22 09:20:00,2016-10-22 09:40:00)","108.15244822"
"C","1","[2016-10-20 08:00:00,2016-10-20 08:20:00)","178.778173547"
"C","3","[2016-10-24 17:40:00,2016-10-24 18:00:00)","176.856138521"
"C","3","[2016-10-24 09:00:00,2016-10-24 09:20:00)","174.606659262"
"C","1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","200.276344865"
"C","3","[2016-10-23 18:20:00,2016-10-23 18:40:00)","175.63851592"
"A","2","[2016-10-21 17:40:00,2016-10-21 18:00:00)","64.1024351991"
"B","1","[2016-10-23 18:20:00,2016-10-23 18:40:00)","128.610354454"
"B","3","[2016-10-21 09:40:00,2016-10-21 10:00:00)","98.9630266749"
"A","3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","120.557547079"
"C","3","[2016-10-23 17:20:00,2016-10-23 17:40:00)","177.29875321"
"A","2","[2016-10-22 17:40:00,2016-10-22 18:00:00)","65.1225826364"
"B","1","[2016-10-22 08:20:00,2016-10-22 08:40:00)","126.751168663"
"A","2","[2016-10-22 08:40:00,2016-10-22 09:00:00)","64.0221435727"
"B","3","[2016-10-24 09:20:00,2016-10-24 09:40:00)","110.772967761"
"C","1","[2016-10-23 08:40:00,2016-10-23 09:00:00)","176.922169982"
"C","3","[2016-10-24 09:40:00,2016-10-24 10:00:00)","177.029585041"
"B","3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","94.4410474085"
"A","3","[2016-10-18 08:00:00,2016-10-18 08:20:00)","108.322604492"
"B","1","[2016-10-21 18:40:00,2016-10-21 19:00:00)","126.468462377"
"B","1","[2016-10-22 18:20:00,2016-10-22 18:40:00)","122.872143604"
"B","1","[2016-10-23 18:00:00,2016-10-23 18:20:00)","129.171327499"
"A","2","[2016-10-20 18:40:00,2016-10-20 19:00:00)","63.3990357991"
"C","3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","182.216006915"
"A","3","[2016-10-23 09:20:00,2016-10-23 09:40:00)","114.868406934"
"C","1","[2016-10-23 09:00:00,2016-10-23 09:20:00)","180.228044262"
"C","3","[2016-10-20 08:00:00,2016-10-20 08:20:00)","168.267348064"
"C","1","[2016-10-23 18:00:00,2016-10-23 18:20:00)","195.056362219"
"A","3","[2016-10-20 17:20:00,2016-10-20 17:40:00)","120.787170268"
"A","2","[2016-10-22 08:00:00,2016-10-22 08:20:00)","60.9289435275"
"C","3","[2016-10-23 18:40:00,2016-10-23 19:00:00)","175.389660132"
"A","3","[2016-10-20 08:00:00,2016-10-20 08:20:00)","115.815608804"
"C","1","[2016-10-19 09:20:00,2016-10-19 09:40:00)","183.433363111"
"B","1","[2016-10-21 18:20:00,2016-10-21 18:40:00)","127.255500052"
"B","1","[2016-10-23 08:40:00,2016-10-23 09:00:00)","120.638714518"
"A","3","[2016-10-21 17:00:00,2016-10-21 17:20:00)","113.169284232"
"B","3","[2016-10-24 08:00:00,2016-10-24 08:20:00)","103.405761081"
"A","2","[2016-10-20 08:00:00,2016-10-20 08:20:00)","59.3966775227"
"A","2","[2016-10-20 18:20:00,2016-10-20 18:40:00)","64.6881462241"
"C","3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","176.919700978"
"C","3","[2016-10-24 18:20:00,2016-10-24 18:40:00)","175.922159783"
"A","3","[2016-10-20 17:00:00,2016-10-20 17:20:00)","120.972682859"
"C","1","[2016-10-24 18:40:00,2016-10-24 19:00:00)","192.936497401"
"A","3","[2016-10-21 18:00:00,2016-10-21 18:20:00)","117.305210804"
"C","1","[2016-10-23 09:40:00,2016-10-23 10:00:00)","182.359316417"
"C","3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","175.379478946"
"C","3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","169.156161582"
"B","3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","110.282781974"
"A","2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","69.6948051049"
"B","3","[2016-10-21 17:20:00,2016-10-21 17:40:00)","100.117287617"
"A","3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","119.689163935"
"C","1","[2016-10-24 09:20:00,2016-10-24 09:40:00)","183.691793823"
"A","3","[2016-10-22 08:20:00,2016-10-22 08:40:00)","125.720309128"
"C","3","[2016-10-22 17:00:00,2016-10-22 17:20:00)","176.148075146"
"B","1","[2016-10-18 18:00:00,2016-10-18 18:20:00)","127.548460959"
"B","1","[2016-10-22 17:20:00,2016-10-22 17:40:00)","124.026486382"
"A","3","[2016-10-21 18:20:00,2016-10-21 18:40:00)","117.009927205"
"B","1","[2016-10-19 18:00:00,2016-10-19 18:20:00)","122.311504784"
"C","1","[2016-10-21 09:20:00,2016-10-21 09:40:00)","184.036412133"
"B","3","[2016-10-23 17:00:00,2016-10-23 17:20:00)","105.913106847"
"C","3","[2016-10-18 08:00:00,2016-10-18 08:20:00)","162.730806986"
"A","2","[2016-10-24 08:00:00,2016-10-24 08:20:00)","60.1852279401"
"B","1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","126.126069181"
"B","1","[2016-10-20 17:00:00,2016-10-20 17:20:00)","124.834132659"
"A","3","[2016-10-23 09:00:00,2016-10-23 09:20:00)","114.134502091"
"C","1","[2016-10-19 18:40:00,2016-10-19 19:00:00)","192.716466524"
"B","1","[2016-10-20 17:40:00,2016-10-20 18:00:00)","125.065813918"
"A","2","[2016-10-21 18:00:00,2016-10-21 18:20:00)","68.44238936"
"C","1","[2016-10-22 08:20:00,2016-10-22 08:40:00)","197.874852965"
"B","1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","117.739661024"
"C","1","[2016-10-23 17:20:00,2016-10-23 17:40:00)","196.720492127"
"A","2","[2016-10-21 09:00:00,2016-10-21 09:20:00)","63.8911789834"
"C","3","[2016-10-24 09:20:00,2016-10-24 09:40:00)","174.809485854"
"A","3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","122.82523651"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","61.2229692204"
"A","2","[2016-10-20 09:40:00,2016-10-20 10:00:00)","70.2250181288"
"B","3","[2016-10-20 17:00:00,2016-10-20 17:20:00)","105.836006561"
"C","1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","179.477280128"
"A","3","[2016-10-22 08:40:00,2016-10-22 09:00:00)","125.834454706"
"A","3","[2016-10-23 08:00:00,2016-10-23 08:20:00)","106.844279782"
"A","2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","63.3891487461"
"C","1","[2016-10-18 08:40:00,2016-10-18 09:00:00)","178.25773024"
"C","3","[2016-10-18 18:20:00,2016-10-18 18:40:00)","182.108924107"
"B","3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","96.7036851757"
