"intersection_id","tollgate_id","time_window","avg_travel_time"
"C","1","[2016-10-23 17:00:00,2016-10-23 17:20:00)","199.683183298"
"A","3","[2016-10-21 09:00:00,2016-10-21 09:20:00)","115.901246812"
"B","3","[2016-10-24 18:40:00,2016-10-24 19:00:00)","101.589656716"
"A","3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","117.998045964"
"A","3","[2016-10-18 08:00:00,2016-10-18 08:20:00)","111.304960009"
"B","3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","98.7628858155"
"B","1","[2016-10-22 18:20:00,2016-10-22 18:40:00)","126.273399478"
"A","3","[2016-10-23 18:20:00,2016-10-23 18:40:00)","120.964441648"
"B","3","[2016-10-20 08:20:00,2016-10-20 08:40:00)","104.945090022"
"B","3","[2016-10-24 09:20:00,2016-10-24 09:40:00)","108.257748153"
"B","1","[2016-10-18 17:40:00,2016-10-18 18:00:00)","125.840219452"
"C","3","[2016-10-21 18:40:00,2016-10-21 19:00:00)","185.216247977"
"A","3","[2016-10-19 18:20:00,2016-10-19 18:40:00)","114.963584918"
"B","1","[2016-10-22 09:40:00,2016-10-22 10:00:00)","133.876604262"
"C","3","[2016-10-22 08:40:00,2016-10-22 09:00:00)","189.253835864"
"A","2","[2016-10-21 18:40:00,2016-10-21 19:00:00)","68.5699967343"
"B","1","[2016-10-18 08:20:00,2016-10-18 08:40:00)","120.330307518"
"A","3","[2016-10-23 17:20:00,2016-10-23 17:40:00)","123.224952892"
"C","1","[2016-10-19 09:40:00,2016-10-19 10:00:00)","186.42525795"
"A","2","[2016-10-21 08:00:00,2016-10-21 08:20:00)","56.7423914161"
"C","1","[2016-10-19 17:00:00,2016-10-19 17:20:00)","193.744770144"
"C","3","[2016-10-24 18:20:00,2016-10-24 18:40:00)","174.06755729"
"B","3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","104.565055419"
"C","1","[2016-10-24 17:40:00,2016-10-24 18:00:00)","191.958456033"
"B","1","[2016-10-19 09:00:00,2016-10-19 09:20:00)","124.06435033"
"C","1","[2016-10-24 18:20:00,2016-10-24 18:40:00)","190.886404343"
"A","3","[2016-10-18 08:20:00,2016-10-18 08:40:00)","114.593244038"
"B","1","[2016-10-23 09:40:00,2016-10-23 10:00:00)","123.992270015"
"A","3","[2016-10-21 09:20:00,2016-10-21 09:40:00)","116.53252853"
"C","1","[2016-10-20 08:00:00,2016-10-20 08:20:00)","178.715529379"
"C","3","[2016-10-20 17:20:00,2016-10-20 17:40:00)","177.03177109"
"A","2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","68.4525487693"
"B","1","[2016-10-22 08:00:00,2016-10-22 08:20:00)","126.136771877"
"C","3","[2016-10-23 09:40:00,2016-10-23 10:00:00)","166.371398296"
"B","3","[2016-10-22 08:20:00,2016-10-22 08:40:00)","107.312752161"
"C","3","[2016-10-24 17:00:00,2016-10-24 17:20:00)","174.948008668"
"C","1","[2016-10-19 17:40:00,2016-10-19 18:00:00)","193.865555916"
"A","2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","66.6734686025"
"A","3","[2016-10-22 18:40:00,2016-10-22 19:00:00)","118.089004022"
"A","2","[2016-10-22 17:40:00,2016-10-22 18:00:00)","66.0750088648"
"B","3","[2016-10-23 08:20:00,2016-10-23 08:40:00)","93.7230212645"
"B","3","[2016-10-22 17:00:00,2016-10-22 17:20:00)","105.879365636"
"B","1","[2016-10-20 08:00:00,2016-10-20 08:20:00)","118.366030795"
"B","1","[2016-10-20 09:40:00,2016-10-20 10:00:00)","126.172000647"
"A","2","[2016-10-23 17:20:00,2016-10-23 17:40:00)","71.6393976797"
"A","2","[2016-10-20 09:00:00,2016-10-20 09:20:00)","67.3736507001"
"C","3","[2016-10-23 08:00:00,2016-10-23 08:20:00)","162.659243165"
"A","3","[2016-10-21 18:00:00,2016-10-21 18:20:00)","119.896714476"
"A","2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","67.6079309249"
"A","3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","120.223313752"
"C","1","[2016-10-18 08:40:00,2016-10-18 09:00:00)","176.877665364"
"B","3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","102.939834111"
"B","3","[2016-10-23 08:40:00,2016-10-23 09:00:00)","93.7728224686"
"B","1","[2016-10-18 09:20:00,2016-10-18 09:40:00)","122.821312263"
"A","2","[2016-10-23 08:00:00,2016-10-23 08:20:00)","56.6789930517"
"C","3","[2016-10-22 18:40:00,2016-10-22 19:00:00)","178.439433796"
"B","3","[2016-10-21 18:20:00,2016-10-21 18:40:00)","106.890205928"
"A","2","[2016-10-20 17:40:00,2016-10-20 18:00:00)","66.2684992887"
"A","2","[2016-10-24 17:40:00,2016-10-24 18:00:00)","65.0898092187"
"B","1","[2016-10-23 18:20:00,2016-10-23 18:40:00)","129.278661503"
"C","3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","169.658620804"
"B","3","[2016-10-23 09:40:00,2016-10-23 10:00:00)","100.242677097"
"B","1","[2016-10-24 17:20:00,2016-10-24 17:40:00)","123.879236776"
"A","2","[2016-10-21 08:20:00,2016-10-21 08:40:00)","57.6003921243"
"C","3","[2016-10-21 18:20:00,2016-10-21 18:40:00)","185.428826962"
"C","1","[2016-10-19 08:40:00,2016-10-19 09:00:00)","180.982833121"
"B","3","[2016-10-21 08:20:00,2016-10-21 08:40:00)","97.5921444819"
"B","3","[2016-10-23 17:20:00,2016-10-23 17:40:00)","106.716087977"
"C","3","[2016-10-21 09:40:00,2016-10-21 10:00:00)","171.715378704"
"C","3","[2016-10-23 08:40:00,2016-10-23 09:00:00)","163.372117817"
"B","1","[2016-10-24 09:00:00,2016-10-24 09:20:00)","121.076565028"
"A","3","[2016-10-18 17:20:00,2016-10-18 17:40:00)","119.08148988"
"B","1","[2016-10-19 09:40:00,2016-10-19 10:00:00)","126.722313126"
"B","3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","109.758319092"
"C","1","[2016-10-22 09:00:00,2016-10-22 09:20:00)","205.097454256"
"B","1","[2016-10-23 08:20:00,2016-10-23 08:40:00)","119.458432229"
"C","3","[2016-10-24 08:40:00,2016-10-24 09:00:00)","170.919609835"
"C","3","[2016-10-18 09:00:00,2016-10-18 09:20:00)","164.370977363"
"A","2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","61.1752077362"
"A","3","[2016-10-21 18:40:00,2016-10-21 19:00:00)","119.465244384"
"C","1","[2016-10-23 18:00:00,2016-10-23 18:20:00)","198.024615496"
"B","3","[2016-10-21 17:00:00,2016-10-21 17:20:00)","102.434882752"
"B","3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","98.2685024661"
"A","2","[2016-10-24 09:00:00,2016-10-24 09:20:00)","68.0591233595"
"C","1","[2016-10-20 18:40:00,2016-10-20 19:00:00)","191.457259908"
"B","3","[2016-10-21 09:20:00,2016-10-21 09:40:00)","102.051263638"
"A","3","[2016-10-23 17:40:00,2016-10-23 18:00:00)","123.273202424"
"C","3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","180.280798612"
"B","1","[2016-10-21 08:40:00,2016-10-21 09:00:00)","120.960132929"
"C","1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","201.187167363"
"A","2","[2016-10-20 09:40:00,2016-10-20 10:00:00)","70.0427728754"
"C","3","[2016-10-24 09:00:00,2016-10-24 09:20:00)","171.7519618"
"C","1","[2016-10-24 09:20:00,2016-10-24 09:40:00)","180.184408501"
"B","3","[2016-10-22 09:00:00,2016-10-22 09:20:00)","111.49314784"
"B","3","[2016-10-24 18:20:00,2016-10-24 18:40:00)","101.830531018"
"B","3","[2016-10-24 08:20:00,2016-10-24 08:40:00)","103.444519084"
"B","3","[2016-10-22 17:40:00,2016-10-22 18:00:00)","105.978968044"
"C","1","[2016-10-22 18:00:00,2016-10-22 18:20:00)","198.600266938"
"A","3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","120.548786839"
"B","3","[2016-10-22 18:00:00,2016-10-22 18:20:00)","104.835931786"
"A","3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","114.64149357"
"A","2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","61.6882634064"
"A","3","[2016-10-20 17:00:00,2016-10-20 17:20:00)","120.415872009"
"A","2","[2016-10-24 17:20:00,2016-10-24 17:40:00)","65.0521319606"
"C","3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","175.995126671"
"A","3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","121.180068558"
"C","1","[2016-10-21 09:00:00,2016-10-21 09:20:00)","187.428639396"
"C","3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","169.580524282"
"B","1","[2016-10-21 18:00:00,2016-10-21 18:20:00)","128.966537274"
"B","1","[2016-10-21 08:00:00,2016-10-21 08:20:00)","117.655903295"
"B","1","[2016-10-18 09:40:00,2016-10-18 10:00:00)","124.864145304"
"C","3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","168.748172318"
"A","2","[2016-10-22 18:40:00,2016-10-22 19:00:00)","63.3476193647"
"A","2","[2016-10-22 18:20:00,2016-10-22 18:40:00)","64.7202322692"
"A","2","[2016-10-21 17:00:00,2016-10-21 17:20:00)","65.5357822471"
"B","1","[2016-10-24 18:40:00,2016-10-24 19:00:00)","121.732577058"
"A","3","[2016-10-21 17:20:00,2016-10-21 17:40:00)","115.620202685"
"A","3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","123.239053562"
"C","1","[2016-10-20 17:20:00,2016-10-20 17:40:00)","192.536143116"
"B","1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","124.408930127"
"A","3","[2016-10-21 08:40:00,2016-10-21 09:00:00)","112.26682632"
"A","3","[2016-10-24 09:20:00,2016-10-24 09:40:00)","121.538034092"
"C","1","[2016-10-24 17:00:00,2016-10-24 17:20:00)","191.837670262"
"C","3","[2016-10-20 08:20:00,2016-10-20 08:40:00)","168.670075796"
"C","3","[2016-10-22 09:40:00,2016-10-22 10:00:00)","191.440266895"
"C","3","[2016-10-23 08:20:00,2016-10-23 08:40:00)","163.294021295"
"A","3","[2016-10-24 09:00:00,2016-10-24 09:20:00)","120.906752373"
"B","3","[2016-10-22 18:40:00,2016-10-22 19:00:00)","104.407565038"
"A","2","[2016-10-22 09:20:00,2016-10-22 09:40:00)","67.839238172"
"B","3","[2016-10-24 17:40:00,2016-10-24 18:00:00)","103.161059722"
"B","1","[2016-10-24 08:20:00,2016-10-24 08:40:00)","119.200690039"
"A","2","[2016-10-22 17:20:00,2016-10-22 17:40:00)","66.0373316066"
"A","2","[2016-10-21 18:00:00,2016-10-21 18:20:00)","70.1422260308"
"B","1","[2016-10-21 08:20:00,2016-10-21 08:40:00)","120.928035361"
"A","2","[2016-10-24 09:20:00,2016-10-24 09:40:00)","68.6798328043"
"C","3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","168.556908143"
"A","3","[2016-10-23 18:40:00,2016-10-23 19:00:00)","120.722015674"
"A","3","[2016-10-21 17:00:00,2016-10-21 17:20:00)","115.571953153"
"C","3","[2016-10-18 09:40:00,2016-10-18 10:00:00)","166.537905878"
"C","3","[2016-10-21 08:20:00,2016-10-21 08:40:00)","169.450851153"
"A","2","[2016-10-23 09:20:00,2016-10-23 09:40:00)","64.6444368435"
"B","3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","104.994891226"
"B","3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","109.125485701"
"A","3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","121.380157272"
"C","3","[2016-10-22 09:20:00,2016-10-22 09:40:00)","190.16428435"
"B","3","[2016-10-21 08:00:00,2016-10-21 08:20:00)","95.5237883273"
"C","3","[2016-10-19 17:00:00,2016-10-19 17:20:00)","174.788808642"
"B","1","[2016-10-24 08:40:00,2016-10-24 09:00:00)","119.232787608"
"A","3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","119.215508179"
"C","3","[2016-10-21 18:00:00,2016-10-21 18:20:00)","185.350730441"
"A","3","[2016-10-22 08:20:00,2016-10-22 08:40:00)","127.011915006"
"B","3","[2016-10-23 09:00:00,2016-10-23 09:20:00)","97.5493070296"
"C","3","[2016-10-23 18:00:00,2016-10-23 18:20:00)","178.848630732"
"C","3","[2016-10-21 17:00:00,2016-10-21 17:20:00)","180.93642815"
"C","3","[2016-10-22 17:40:00,2016-10-22 18:00:00)","179.688657201"
"B","3","[2016-10-24 08:00:00,2016-10-24 08:20:00)","101.376162929"
"B","1","[2016-10-22 18:00:00,2016-10-22 18:20:00)","126.47859556"
"B","3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","103.172203768"
"C","3","[2016-10-22 09:00:00,2016-10-22 09:20:00)","190.086187829"
"B","3","[2016-10-21 08:40:00,2016-10-21 09:00:00)","97.641945686"
"C","3","[2016-10-24 08:20:00,2016-10-24 08:40:00)","170.841513314"
"A","3","[2016-10-18 18:20:00,2016-10-18 18:40:00)","120.465739726"
"C","1","[2016-10-24 08:40:00,2016-10-24 09:00:00)","176.81311203"
"C","1","[2016-10-24 09:40:00,2016-10-24 10:00:00)","182.25553686"
"A","2","[2016-10-22 18:00:00,2016-10-22 18:20:00)","64.9198486611"
"B","1","[2016-10-23 08:00:00,2016-10-23 08:20:00)","116.186300163"
"B","3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","104.415883799"
"A","3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","122.01143899"
"B","3","[2016-10-19 18:00:00,2016-10-19 18:20:00)","99.0250889445"
"A","3","[2016-10-19 08:20:00,2016-10-19 08:40:00)","116.866116815"
"A","3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","118.907195781"
"B","1","[2016-10-24 17:00:00,2016-10-24 17:20:00)","123.847139207"
"B","1","[2016-10-20 17:00:00,2016-10-20 17:20:00)","125.487998054"
"A","2","[2016-10-24 09:40:00,2016-10-24 10:00:00)","70.7282455349"
"C","3","[2016-10-19 18:20:00,2016-10-19 18:40:00)","172.487498466"
"B","1","[2016-10-21 18:20:00,2016-10-21 18:40:00)","128.761341192"
"C","1","[2016-10-23 09:40:00,2016-10-23 10:00:00)","183.125040796"
"B","3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","105.077144992"
"A","3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","120.983003574"
"B","3","[2016-10-24 09:40:00,2016-10-24 10:00:00)","110.31828483"
"B","3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","101.740875637"
"B","1","[2016-10-22 18:40:00,2016-10-22 19:00:00)","125.460578166"
"A","2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","68.1901336025"
"B","1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","121.670260429"
"A","2","[2016-10-24 08:20:00,2016-10-24 08:40:00)","61.2182798073"
"B","1","[2016-10-20 17:40:00,2016-10-20 18:00:00)","125.552193192"
"A","3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","119.129739412"
"B","1","[2016-10-19 18:40:00,2016-10-19 19:00:00)","121.461326824"
"C","1","[2016-10-23 08:00:00,2016-10-23 08:20:00)","177.005148586"
"C","1","[2016-10-23 09:20:00,2016-10-23 09:40:00)","181.053912438"
"C","1","[2016-10-23 17:40:00,2016-10-23 18:00:00)","199.803969069"
"A","2","[2016-10-24 08:40:00,2016-10-24 09:00:00)","63.340517695"
"A","3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","117.745736779"
"B","3","[2016-10-23 08:00:00,2016-10-23 08:20:00)","91.6546651099"
"B","1","[2016-10-18 18:00:00,2016-10-18 18:20:00)","127.959826698"
"C","3","[2016-10-20 08:00:00,2016-10-20 08:20:00)","168.035297666"
"B","3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","100.943288468"
"A","3","[2016-10-23 18:00:00,2016-10-23 18:20:00)","121.481705496"
"C","1","[2016-10-21 08:20:00,2016-10-21 08:40:00)","184.057342924"
"C","3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","164.449073884"
"A","2","[2016-10-24 18:20:00,2016-10-24 18:40:00)","63.7350326231"
"B","1","[2016-10-19 17:40:00,2016-10-19 18:00:00)","124.79326831"
"C","3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","182.0294273"
"C","3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","172.274919481"
"A","2","[2016-10-20 09:20:00,2016-10-20 09:40:00)","67.994360145"
"C","1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","191.524484311"
"B","1","[2016-10-23 08:40:00,2016-10-23 09:00:00)","119.490529798"
"B","3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","96.6447284569"
"B","3","[2016-10-24 18:00:00,2016-10-24 18:20:00)","102.018023465"
"A","3","[2016-10-19 17:40:00,2016-10-19 18:00:00)","118.046295496"
"B","1","[2016-10-19 17:20:00,2016-10-19 17:40:00)","124.761170742"
"C","1","[2016-10-18 08:20:00,2016-10-18 08:40:00)","176.817272479"
"C","1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","179.332603873"
"C","3","[2016-10-24 18:00:00,2016-10-24 18:20:00)","173.989460769"
"C","1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","180.305365739"
"C","3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","170.645740137"
"B","1","[2016-10-22 08:20:00,2016-10-22 08:40:00)","129.408903943"
"C","1","[2016-10-19 18:40:00,2016-10-19 19:00:00)","191.305421024"
"B","3","[2016-10-23 09:20:00,2016-10-23 09:40:00)","98.1821404208"
"C","1","[2016-10-18 18:00:00,2016-10-18 18:20:00)","201.126774478"
"B","1","[2016-10-22 17:20:00,2016-10-22 17:40:00)","127.607237884"
"C","3","[2016-10-23 17:00:00,2016-10-23 17:20:00)","180.454087629"
"A","2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","69.8251616737"
"A","3","[2016-10-19 18:00:00,2016-10-19 18:20:00)","115.480848767"
"C","3","[2016-10-22 17:20:00,2016-10-22 17:40:00)","179.61056068"
"B","1","[2016-10-19 08:20:00,2016-10-19 08:40:00)","122.18847534"
"A","2","[2016-10-24 18:40:00,2016-10-24 19:00:00)","62.3624197186"
"C","1","[2016-10-22 17:40:00,2016-10-22 18:00:00)","199.732711515"
"A","3","[2016-10-24 17:00:00,2016-10-24 17:20:00)","118.012167639"
"B","1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","121.638162861"
"C","3","[2016-10-20 17:00:00,2016-10-20 17:20:00)","176.953674568"
"C","3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","163.538625398"
"C","3","[2016-10-24 17:40:00,2016-10-24 18:00:00)","175.104201709"
"C","1","[2016-10-20 09:00:00,2016-10-20 09:20:00)","182.703900345"
"B","1","[2016-10-21 17:00:00,2016-10-21 17:20:00)","124.376832558"
"A","2","[2016-10-21 09:20:00,2016-10-21 09:40:00)","64.7078352079"
"C","3","[2016-10-23 09:00:00,2016-10-23 09:20:00)","164.204469781"
"A","3","[2016-10-24 09:40:00,2016-10-24 10:00:00)","123.597019097"
"A","2","[2016-10-20 08:40:00,2016-10-20 09:00:00)","62.6550450356"
"C","3","[2016-10-19 08:20:00,2016-10-19 08:40:00)","167.568363136"
"B","1","[2016-10-24 09:40:00,2016-10-24 10:00:00)","123.734527826"
"A","2","[2016-10-20 18:40:00,2016-10-20 19:00:00)","63.8203049169"
"B","1","[2016-10-24 09:20:00,2016-10-24 09:40:00)","121.691694784"
"C","3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","168.478811622"
"A","3","[2016-10-21 08:00:00,2016-10-21 08:20:00)","108.930292759"
"C","3","[2016-10-19 17:40:00,2016-10-19 18:00:00)","174.945001685"
"C","1","[2016-10-18 17:20:00,2016-10-18 17:40:00)","199.200974076"
"B","3","[2016-10-20 09:40:00,2016-10-20 10:00:00)","111.818855768"
"B","1","[2016-10-22 17:40:00,2016-10-22 18:00:00)","127.639335453"
"B","1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","127.426410886"
"B","1","[2016-10-22 09:20:00,2016-10-22 09:40:00)","131.899908689"
"A","3","[2016-10-22 17:20:00,2016-10-22 17:40:00)","119.616812512"
"A","3","[2016-10-22 17:00:00,2016-10-22 17:20:00)","119.56856298"
"B","3","[2016-10-23 17:00:00,2016-10-23 17:20:00)","106.666286773"
"C","3","[2016-10-24 17:20:00,2016-10-24 17:40:00)","175.026105188"
"A","2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","68.2278108606"
"C","3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","167.646459657"
"B","3","[2016-10-18 08:00:00,2016-10-18 08:20:00)","95.2134003267"
"C","1","[2016-10-23 18:40:00,2016-10-23 19:00:00)","198.017783979"
"B","1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","124.129167606"
"B","1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","118.916343274"
"C","3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","176.139839334"
"C","3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","174.866905164"
"C","3","[2016-10-24 08:00:00,2016-10-24 08:20:00)","170.206735184"
"A","3","[2016-10-22 08:40:00,2016-10-22 09:00:00)","127.060164538"
"A","2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","62.622725729"
"A","3","[2016-10-24 18:00:00,2016-10-24 18:20:00)","116.964078772"
"B","3","[2016-10-18 17:00:00,2016-10-18 17:20:00)","102.840231702"
"C","1","[2016-10-22 09:20:00,2016-10-22 09:40:00)","205.157847142"
"A","2","[2016-10-21 17:40:00,2016-10-21 18:00:00)","65.6111367634"
"A","2","[2016-10-21 09:00:00,2016-10-21 09:20:00)","64.087125763"
"A","3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","114.721158944"
"A","3","[2016-10-24 08:40:00,2016-10-24 09:00:00)","117.272331882"
"A","2","[2016-10-21 18:20:00,2016-10-21 18:40:00)","69.9426096389"
"C","1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","208.675187604"
"C","1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","182.764293231"
"B","1","[2016-10-20 18:00:00,2016-10-20 18:20:00)","124.391453298"
"B","3","[2016-10-21 18:40:00,2016-10-21 19:00:00)","106.649331626"
"A","3","[2016-10-18 09:40:00,2016-10-18 10:00:00)","120.966180786"
"C","1","[2016-10-22 18:40:00,2016-10-22 19:00:00)","198.593435421"
"A","2","[2016-10-23 18:40:00,2016-10-23 19:00:00)","68.2570517562"
"C","1","[2016-10-22 09:40:00,2016-10-22 10:00:00)","206.41612605"
"B","3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","97.3315576853"
"B","3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","104.320558513"
"C","3","[2016-10-23 09:20:00,2016-10-23 09:40:00)","164.282566303"
"A","2","[2016-10-24 17:00:00,2016-10-24 17:20:00)","65.0144547025"
"B","1","[2016-10-24 17:40:00,2016-10-24 18:00:00)","123.911334345"
"A","3","[2016-10-21 17:40:00,2016-10-21 18:00:00)","115.668452217"
"C","3","[2016-10-22 08:00:00,2016-10-22 08:20:00)","188.540961213"
"C","1","[2016-10-21 17:00:00,2016-10-21 17:20:00)","202.896161081"
"C","1","[2016-10-21 17:40:00,2016-10-21 18:00:00)","203.016946852"
"C","1","[2016-10-21 08:40:00,2016-10-21 09:00:00)","184.11773581"
"B","3","[2016-10-22 18:20:00,2016-10-22 18:40:00)","104.64843934"
"C","3","[2016-10-22 08:20:00,2016-10-22 08:40:00)","189.175739343"
"C","3","[2016-10-18 08:20:00,2016-10-18 08:40:00)","163.460528877"
"A","3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","113.577832786"
"C","1","[2016-10-19 09:20:00,2016-10-19 09:40:00)","184.354129592"
"C","1","[2016-10-21 18:20:00,2016-10-21 18:40:00)","207.31774535"
"C","1","[2016-10-20 18:00:00,2016-10-20 18:20:00)","191.464091425"
"A","3","[2016-10-24 18:40:00,2016-10-24 19:00:00)","116.53260868"
"A","2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","59.6424871331"
"A","2","[2016-10-24 18:00:00,2016-10-24 18:20:00)","63.934649015"
"C","1","[2016-10-24 08:20:00,2016-10-24 08:40:00)","176.752719144"
"A","3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","116.914366347"
"B","1","[2016-10-21 17:40:00,2016-10-21 18:00:00)","124.441027696"
"A","2","[2016-10-20 17:20:00,2016-10-20 17:40:00)","66.2308220306"
"B","1","[2016-10-21 18:40:00,2016-10-21 19:00:00)","127.948519881"
"B","1","[2016-10-21 09:00:00,2016-10-21 09:20:00)","122.80391035"
"A","3","[2016-10-23 17:00:00,2016-10-23 17:20:00)","123.17670336"
"A","3","[2016-10-23 08:00:00,2016-10-23 08:20:00)","107.430180693"
"A","2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","62.5478206407"
"C","1","[2016-10-24 17:20:00,2016-10-24 17:40:00)","191.898063148"
"A","2","[2016-10-22 08:20:00,2016-10-22 08:40:00)","60.3776851749"
"A","2","[2016-10-23 18:20:00,2016-10-23 18:40:00)","69.6296646607"
